m,year,GOV,Cash/TA
2397 友通,2010,36.23,0.192091911
2397 友通,2011,35.57,0.198848443
2399 映泰,1998,10.08,0.067575045
2399 映泰,1999,8.14,0.016619728
2399 映泰,2000,7.56,0.046884513
2399 映泰,2001,7.56,0.09826163
2399 映泰,2002,9.99,0.067447464
2399 映泰,2003,11.71,0.041637713
2399 映泰,2004,17.39,0.065450724
2399 映泰,2005,15.68,0.061274
2399 映泰,2006,33.21,0.120918755
2399 映泰,2007,33.64,0.172139502
2399 映泰,2008,32.03,0.306926051
2399 映泰,2009,13.79,0.38320784
2399 映泰,2010,24.08,0.319477262
2399 映泰,2011,22.04,0.201268525
2401 凌陽,1997,16.44,0.384131358
2401 凌陽,1998,9.43,0.231509824
2401 凌陽,1999,12.25,0.163216147
2401 凌陽,2000,9.83,0.191022569
2401 凌陽,2001,18.49,0.170488512
2401 凌陽,2002,14.21,0.10944679
2401 凌陽,2003,11.38,0.071915063
2401 凌陽,2004,9.16,0.189441017
2401 凌陽,2005,8.1,0.221599227
2401 凌陽,2006,13.24,0.166183678
2401 凌陽,2007,16.71,0.04348156
2401 凌陽,2008,7.64,0.070686137
2401 凌陽,2009,10.6,0.096328079
2401 凌陽,2010,11.37,0.134480985
2401 凌陽,2011,9.74,0.160266693
2402 毅嘉,2000,8.13,0.18845045
2402 毅嘉,2001,8.46,0.073542983
2402 毅嘉,2002,7.25,0.018616292
2402 毅嘉,2003,0,0.126044713
2402 毅嘉,2004,0,0.164762841
2402 毅嘉,2005,0,0.090527693
2402 毅嘉,2006,0,0.034204998
2402 毅嘉,2007,0,0.066734445
2402 毅嘉,2008,1.06,0.027306428
2402 毅嘉,2009,14.56,0.028042714
2402 毅嘉,2010,8.6,0.028158661
2402 毅嘉,2011,4.95,0.034904251
2404 漢唐,1998,15.3,0.058527266
2404 漢唐,1999,13.6,0.071409644
2404 漢唐,2000,12.44,0.123623277
2404 漢唐,2001,11.04,0.069236393
2404 漢唐,2002,10.08,0.102651687
2404 漢唐,2003,14.14,0.068709562
2404 漢唐,2004,13.8,0.069838767
2404 漢唐,2005,16.48,0.090456291
2404 漢唐,2006,19.25,0.078575228
2404 漢唐,2007,19.77,0.106146306
2404 漢唐,2008,18.66,0.327705066
2404 漢唐,2009,18.92,0.531148214
2404 漢唐,2010,16.51,0.593883392
2404 漢唐,2011,15.08,0.42742044
2405 浩鑫,1998,9.52,0.063125708
2405 浩鑫,1999,5.97,0.070382297
2405 浩鑫,2000,5.97,0.15355209
2405 浩鑫,2001,13.56,0.188751595
2405 浩鑫,2002,8.85,0.203001728
2405 浩鑫,2003,7.35,0.173383566
2405 浩鑫,2004,0.23,0.115309036
2405 浩鑫,2005,0,0.123480893
2405 浩鑫,2006,0,0.078671833
2405 浩鑫,2007,3.17,0.145389873
2405 浩鑫,2008,3.05,0.148772207
2405 浩鑫,2009,2.7,0.424538532
2405 浩鑫,2010,26.96,0.274836754
2405 浩鑫,2011,31.79,0.232172905
2406 國碩,2000,6.83,0.113208216
2406 國碩,2001,8.54,0.059618854
2406 國碩,2002,8.54,0.01836744
2406 國碩,2003,12.56,0.129197098
2406 國碩,2004,8.43,0.195339304
2406 國碩,2005,8,0.146050757
2406 國碩,2006,7.94,0.118443978
2406 國碩,2007,10.56,0.073467797
2406 國碩,2008,8.64,0.040024241
2406 國碩,2009,5.86,0.131687529
2406 國碩,2010,8.09,0.087359268
2406 國碩,2011,10.67,0.09680507
2408 南科,2000,0.06,0.034504259
2408 南科,2001,7.86,0.033543757
2408 南科,2002,2.6,0.027639113
2408 南科,2003,3.84,0.037448751
2408 南科,2004,3.9,0.022752141
2408 南科,2005,3.12,0.083679634
2408 南科,2006,3.03,0.213284147
2408 南科,2007,3.26,0.017900865
2408 南科,2008,8.25,0.021513817
2408 南科,2009,21.53,0.102851068
2408 南科,2010,25.82,0.041338124
2408 南科,2011,52.35,0.060266421
2409 友達,2000,15.53,0.023020012
2409 友達,2001,11.62,0.062320875
2409 友達,2002,9.52,0.202643479
2409 友達,2003,8.77,0.108053611
2409 友達,2004,11.47,0.074640032
2409 友達,2005,0.09,0.077350653
2409 友達,2006,0.17,0.074061186
2409 友達,2007,30.3,0.138418028
2409 友達,2008,24.1,0.127762385
2409 友達,2009,28.76,0.103701598
2409 友達,2010,28.76,0.096070119
2409 友達,2011,24.45,0.106786092
2413 環科,1998,22.12,0.167127086
2413 環科,1999,17.16,0.161769527
2413 環科,2000,6.2,0.203085698
2413 環科,2001,7.21,0.139114419
2413 環科,2002,5.55,0.060521641
2413 環科,2003,8.63,0.037412582
2413 環科,2004,7.74,0.050978791
2413 環科,2005,6.69,0.06553224
2413 環科,2006,6.18,0.045985779
2413 環科,2007,8.18,0.072626152
2413 環科,2008,6.2,0.085949673
2413 環科,2009,6.69,0.087147492
2413 環科,2010,8.39,0.0564938
2413 環科,2011,5.28,0.068326624
2414 精技,1998,7.01,0.065788301
2414 精技,1999,5.33,0.047935602
2414 精技,2000,9.77,0.02472931
2414 精技,2001,6.35,0.021203541
2414 精技,2002,10.84,0.020090871
2414 精技,2003,1.84,0.046839809
2414 精技,2004,11.1,0.03309021
2414 精技,2005,10.12,0.047121271
2414 精技,2006,12.71,0.075649205
2414 精技,2007,21.13,0.048615175
2414 精技,2008,24.7,0.044755897
2414 精技,2009,23.81,0.044014088
2414 精技,2010,23.18,0.067804413
2414 精技,2011,23.04,0.041085903
2415 錩新,1998,18.95,0.163833815
2415 錩新,1999,14.52,0.094392709
2415 錩新,2000,36.57,0.026381853
2415 錩新,2001,33.44,0.072073164
2415 錩新,2002,21.64,0.052045757
2415 錩新,2003,24.68,0.114756519
2415 錩新,2004,27.39,0.079321201
2415 錩新,2005,24.69,0.068115867
2415 錩新,2006,32.23,0.054549796
2415 錩新,2007,33.57,0.045026918
2415 錩新,2008,39.31,0.036745003
2415 錩新,2009,39.92,0.092874116
2415 錩新,2010,39.12,0.08601882
2415 錩新,2011,35.67,0.097296932
2417 圓剛,1997,0,0.361481665
2417 圓剛,1998,0,0.248285149
2417 圓剛,1999,0,0.142441669
2417 圓剛,2000,0,0.101182037
2417 圓剛,2001,0,0.086141487
2417 圓剛,2002,5.86,0.033539649
2417 圓剛,2003,8.24,0.039937208
2417 圓剛,2004,7.6,0.472159346
2417 圓剛,2005,8.14,0.433174583
2417 圓剛,2006,12.31,0.27424641
2417 圓剛,2007,22.12,0.237656749
2417 圓剛,2008,19.77,0.327578244
2417 圓剛,2009,14.55,0.32432302
2417 圓剛,2010,11.19,0.432763433
2417 圓剛,2011,16.82,0.373377622
2419 仲琦,1998,5.33,0.034486821
2419 仲琦,1999,7.95,0.026113084
2419 仲琦,2000,8.7,0.049383844
2419 仲琦,2001,4.63,0.054284949
2419 仲琦,2002,8.48,0.027782809
2419 仲琦,2003,9.68,0.054806924
2419 仲琦,2004,4.08,0.039241401
2419 仲琦,2005,6.25,0.040508959
2419 仲琦,2006,3.68,0.016945111
2419 仲琦,2007,1.74,0.035043492
2419 仲琦,2008,7.08,0.030816126
2419 仲琦,2009,7.02,0.082265228
2419 仲琦,2010,7.16,0.129594988
2419 仲琦,2011,4.71,0.148700304
2420 新巨,1996,17.22,0.060135831
2420 新巨,1997,12.28,0.222156261
2420 新巨,1998,9.1,0.174969608
2420 新巨,1999,7.98,0.128879695
2420 新巨,2000,14.54,0.021976474
2420 新巨,2001,13.85,0.05168969
2420 新巨,2002,13.18,0.037593748
2420 新巨,2003,18.54,0.050655272
2420 新巨,2004,6.39,0.031326955
2420 新巨,2005,22.74,0.202067091
2420 新巨,2006,13.29,0.158144439
2420 新巨,2007,12.44,0.128617873
2420 新巨,2008,12.09,0.287151273
2420 新巨,2009,11.84,0.182306961
2420 新巨,2010,11.84,0.148289368
2420 新巨,2011,11.42,0.190840546
2421 建準,1998,24.84,0.052208937
2421 建準,1999,18.03,0.057113342
2421 建準,2000,16.86,0.078839894
2421 建準,2001,14.29,0.106229251
2421 建準,2002,24.25,0.039155254
2421 建準,2003,22.39,0.085695672
2421 建準,2004,21.9,0.05352657
2421 建準,2005,24.12,0.028980792
2421 建準,2006,20.55,0.062425911
2421 建準,2007,18.5,0.034529663
2421 建準,2008,28.06,0.080895293
2421 建準,2009,34.08,0.103639057
2421 建準,2010,33.72,0.120591205
2421 建準,2011,33.45,0.136807903
2423 固緯,1999,12.92,0.07639315
2423 固緯,2000,13.13,0.087068112
2423 固緯,2001,11.89,0.017813958
2423 固緯,2002,11.48,0.050806378
2423 固緯,2003,13.91,0.066060164
2423 固緯,2004,20.28,0.053940566
2423 固緯,2005,20.69,0.029408815
2423 固緯,2006,13.81,0.018144872
2423 固緯,2007,25,0.031054463
2423 固緯,2008,22.26,0.048183616
2423 固緯,2009,26.11,0.037771173
2423 固緯,2010,22.82,0.043056032
2423 固緯,2011,22.8,0.04213888
2424 隴華,1997,7.05,0.129496855
2424 隴華,1998,5.12,0.011147212
2424 隴華,1999,6.44,0.033835115
2424 隴華,2000,5.59,0.065723476
2424 隴華,2001,5.06,0.017952537
2424 隴華,2002,6.46,0.026215816
2424 隴華,2003,11.62,0.101348295
2424 隴華,2004,8.76,0.100379543
2424 隴華,2005,5.07,0.073561203
2424 隴華,2006,11.65,0.001874336
2424 隴華,2007,3.19,0.004300113
2424 隴華,2008,1.7,0.029730429
2424 隴華,2009,1.7,0.008290001
2424 隴華,2010,23.61,0.013420794
2424 隴華,2011,22.08,0.211511086
2425 承啟,1998,13.14,0.039103386
2425 承啟,1999,13.15,0.042761948
2425 承啟,2000,10.79,0.103379969
2425 承啟,2001,8.75,0.036282747
2425 承啟,2002,5.57,0.044047375
2425 承啟,2003,7.77,0.023412844
2425 承啟,2004,6.55,0.085072885
2425 承啟,2005,8.5,0.059296333
2425 承啟,2006,14.02,0.143680897
2425 承啟,2007,13.32,0.057129735
2425 承啟,2008,9.75,0.045595541
2425 承啟,2009,7.76,0.033773034
2425 承啟,2010,4.99,0.03405846
2425 承啟,2011,39.25,0.486845508
2426 鼎元,1998,2.37,0.042198804
2426 鼎元,1999,1.46,0.042805567
2426 鼎元,2000,14.16,0.041515298
2426 鼎元,2001,12.13,0.032890863
2426 鼎元,2002,7.24,0.110568006
2426 鼎元,2003,11.88,0.107872101
2426 鼎元,2004,12.97,0.079583974
2426 鼎元,2005,10.52,0.098353025
2426 鼎元,2006,8.14,0.065916194
2426 鼎元,2007,6.76,0.101200497
2426 鼎元,2008,6.05,0.073799939
2426 鼎元,2009,4.96,0.10315994
2426 鼎元,2010,5.22,0.076425747
2426 鼎元,2011,5.15,0.067569432
2427 三商電,1999,7.29,0.021004905
2427 三商電,2000,8.69,0.051746412
2427 三商電,2001,6.87,0.056007253
2427 三商電,2002,5.97,0.055976053
2427 三商電,2003,5.23,0.025671503
2427 三商電,2004,4.96,0.064515772
2427 三商電,2005,1.13,0.008775747
2427 三商電,2006,0.11,0.011836877
2427 三商電,2007,0.11,0.170704669
2427 三商電,2008,2.51,0.16196508
2427 三商電,2009,2.66,0.105116074
2427 三商電,2010,2.57,0.138086826
2427 三商電,2011,2.53,0.097237648
2428 興勤,1999,14.99,0.028939208
2428 興勤,2000,14.52,0.079156756
2428 興勤,2001,13.54,0.035078857
2428 興勤,2002,28.2,0.047148395
2428 興勤,2003,30.62,0.016673668
2428 興勤,2004,30.41,0.114989351
2428 興勤,2005,27.33,0.085157833
2428 興勤,2006,32.8,0.035627818
2428 興勤,2007,22.73,0.004946849
2428 興勤,2008,10.32,0.04963621
2428 興勤,2009,9.13,0.073800078
2428 興勤,2010,8.34,0.066521293
2428 興勤,2011,18.95,0.101290644
2429 銘旺科,1999,0,0.159040145
2429 銘旺科,2000,0,0.1424536
2429 銘旺科,2001,0,0.08000078
2429 銘旺科,2002,0,0.026938135
2429 銘旺科,2003,30.28,0.010029656
2429 銘旺科,2004,28.3,0.007451815
2429 銘旺科,2005,11.06,0.015496206
2429 銘旺科,2006,3.72,0.01452256
2429 銘旺科,2007,0,0.005276008
2429 銘旺科,2009,0,0.046770995
2429 銘旺科,2010,36.4,0.042717619
2430 燦坤,1997,42.65,0.107101203
2430 燦坤,1998,23.86,0.082540945
2430 燦坤,1999,50.4,0.061072786
2430 燦坤,2000,41.09,0.044692197
2430 燦坤,2001,39.67,0.055221441
2430 燦坤,2002,44.86,0.104589009
2430 燦坤,2003,9.1,0.082433539
2430 燦坤,2004,13.02,0.089157404
2430 燦坤,2005,18.08,0.201939841
2430 燦坤,2006,29.9,0.309380816
2430 燦坤,2007,32.3,0.148163293
2430 燦坤,2008,23.74,0.143510502
2430 燦坤,2009,14.12,0.319995576
2430 燦坤,2010,7.69,0.420971885
2430 燦坤,2011,10.41,0.39301225
2431 聯昌,1997,26.82,0.044467381
2431 聯昌,1998,18.54,0.215995453
2431 聯昌,1999,16.77,0.135460735
2431 聯昌,2000,12.59,0.075149147
2431 聯昌,2001,10.99,0.089283935
2431 聯昌,2002,10.15,0.103139552
2431 聯昌,2003,7,0.114791265
2431 聯昌,2004,5.33,0.035170444
2431 聯昌,2005,11.45,0.083184225
2431 聯昌,2006,8.03,0.013613893
2431 聯昌,2007,9.51,0.024463922
2431 聯昌,2008,11.6,0.153120051
2431 聯昌,2009,6.15,0.112707781
2431 聯昌,2010,8.61,0.088147193
2431 聯昌,2011,5.54,0.138325458
2433 互盛電,1999,22.93,0.053473975
2433 互盛電,2000,45.72,0.018353794
2433 互盛電,2001,37.02,0.017710493
2433 互盛電,2002,4.34,0.018599237
2433 互盛電,2003,4.93,0.027365706
2433 互盛電,2004,5.41,0.01479932
2433 互盛電,2005,14.13,0.009283471
2433 互盛電,2006,13.76,0.012888223
2433 互盛電,2007,13.52,0.022110002
2433 互盛電,2008,19.02,0.01617534
2433 互盛電,2009,19.59,0.025790643
2433 互盛電,2010,17.45,0.017570799
2433 互盛電,2011,16.13,0.009476052
2434 統懋,1998,0,0.009212684
2434 統懋,1999,0,0.017120379
2434 統懋,2000,10.15,0.01851737
2434 統懋,2001,8.55,0.017745619
2434 統懋,2002,8.34,0.021411966
2434 統懋,2003,8.19,0.002149664
2434 統懋,2004,8.05,0.016543425
2434 統懋,2005,22.81,0.016940532
2434 統懋,2006,26.74,0.02691531
2434 統懋,2007,25.55,0.131656126
2434 統懋,2008,5.95,0.033167261
2434 統懋,2009,3.51,0.055283518
2434 統懋,2010,3.6,0.051641031
2434 統懋,2011,3.17,0.063418762
2436 偉詮電,1997,11.36,0.341950276
2436 偉詮電,1998,8.72,0.1468213
2436 偉詮電,1999,7.14,0.165030613
2436 偉詮電,2000,4.65,0.191350947
2436 偉詮電,2001,4.9,0.299415444
2436 偉詮電,2002,3.48,0.155032891
2436 偉詮電,2003,7.79,0.190551856
2436 偉詮電,2004,5.17,0.129719956
2436 偉詮電,2005,3.67,0.116959489
2436 偉詮電,2006,2.18,0.153081935
2436 偉詮電,2007,2.14,0.079469876
2436 偉詮電,2008,3.32,0.172757997
2436 偉詮電,2009,3.33,0.233158133
2436 偉詮電,2010,1.34,0.193985544
2436 偉詮電,2011,1.34,0.09023708
2437 旺詮,1998,12.75,0.02637017
2437 旺詮,1999,11.52,0.050336366
2437 旺詮,2000,13.26,0.576573544
2437 旺詮,2001,8.35,0.407029704
2437 旺詮,2002,6.49,0.450504651
2437 旺詮,2003,7.8,0.444929804
2437 旺詮,2004,7.2,0.46052949
2437 旺詮,2005,0,0.525712179
2437 旺詮,2006,10.85,0.065382279
2437 旺詮,2007,18.37,0.048177835
2437 旺詮,2008,21.79,0.026285728
2437 旺詮,2009,26.8,0.037383359
2437 旺詮,2010,25.27,0.0284636
2437 旺詮,2011,22.35,0.024747112
2438 英誌,1996,39.67,0.020064786
2438 英誌,1997,19.78,0.018209447
2438 英誌,1998,15.86,0.024228354
2438 英誌,1999,12.06,0.135655738
2438 英誌,2000,16.76,0.092778206
2438 英誌,2001,16.19,0.089722226
2438 英誌,2002,17.61,0.020336477
2438 英誌,2003,31.37,0.051454786
2438 英誌,2004,23.24,0.017850376
2438 英誌,2005,16.93,0.0222157
2438 英誌,2006,10.13,0.027647689
2438 英誌,2007,1.74,0.015451757
2438 英誌,2008,15.78,0.001870801
2438 英誌,2009,8.43,0.002364183
2438 英誌,2010,6.74,0.000618698
2438 英誌,2011,17.02,0.021356719
2439 美律,1998,0,0.021920294
2439 美律,1999,0,0.047364936
2439 美律,2000,0,0.305446304
2439 美律,2001,0,0.107270056
2439 美律,2002,0,0.072735275
2439 美律,2003,19.63,0.129625243
2439 美律,2004,18.5,0.158617918
2439 美律,2005,16.99,0.136174393
2439 美律,2006,22.15,0.117442567
2439 美律,2007,2.18,0.07939746
2439 美律,2008,22.03,0.179360846
2439 美律,2009,22.92,0.209962239
2439 美律,2010,19.22,0.117799873
2439 美律,2011,19.25,0.102499609
2440 太空梭,2000,12.4,0.038350126
2440 太空梭,2001,8.17,0.032683609
2440 太空梭,2002,10.23,0.122493769
2440 太空梭,2003,8.09,0.045845692
2440 太空梭,2004,2.66,0.029454175
2440 太空梭,2005,6.09,0.017506
2440 太空梭,2006,10.27,0.01506277
2440 太空梭,2007,12.2,0.031338304
2440 太空梭,2008,15.17,0.084367131
2440 太空梭,2009,18.27,0.103633372
2440 太空梭,2010,15.35,0.07049182
2440 太空梭,2011,26.09,0.061813528
2441 超豐,2000,12.89,0.065755499
2441 超豐,2001,13.73,0.088524798
2441 超豐,2002,10.06,0.054895015
2441 超豐,2003,11.03,0.039835535
2441 超豐,2004,14.7,0.207973132
2441 超豐,2005,13.49,0.266885329
2441 超豐,2006,15.14,0.301683595
2441 超豐,2007,14.38,0.318881024
2441 超豐,2008,15.42,0.329871507
2441 超豐,2009,16.15,0.216536023
2441 超豐,2010,16.84,0.203694987
2441 超豐,2011,18.85,0.190437084
2442 新美齊,2000,42.85,0.073389854
2442 新美齊,2001,41.67,0.046251979
2442 新美齊,2002,27.33,0.059740191
2442 新美齊,2003,13.16,0.071012562
2442 新美齊,2004,4.3,0.113137577
2442 新美齊,2005,30.42,0.084518523
2442 新美齊,2006,35.53,0.020062116
2442 新美齊,2007,58.56,0.073593703
2442 新美齊,2008,61.3,0.066941499
2442 新美齊,2009,62.56,0.12985593
2442 新美齊,2010,59.73,0.342908498
2442 新美齊,2011,35.97,0.28336884
2443 新利虹,2001,13.84,0.079172952
2443 新利虹,2002,10.8,0.026793152
2443 新利虹,2003,16.11,0.021600567
2443 新利虹,2004,11.03,0.04765364
2443 新利虹,2005,11.1,0.051096765
2443 新利虹,2006,11.55,0.072940321
2443 新利虹,2007,13.14,0.06540209
2443 新利虹,2008,9.79,0.096760298
2443 新利虹,2009,10.82,0.123077612
2443 新利虹,2010,14.27,0.081649211
2443 新利虹,2011,14.14,0.084038171
2444 友旺,2000,25.32,0.127409951
2444 友旺,2001,21.17,0.22024638
2444 友旺,2002,19.61,0.171080824
2444 友旺,2003,25.01,0.065997656
2444 友旺,2004,16.2,0.145700214
2444 友旺,2005,18.57,0.100173694
2444 友旺,2006,28.46,0.113907972
2444 友旺,2007,27.36,0.106912138
2444 友旺,2008,26.89,0.055480477
2444 友旺,2009,26.91,0.051098225
2444 友旺,2010,19.28,0.044773459
2444 友旺,2011,14.8,0.032614353
2448 晶電,2001,21.4,0.022375424
2448 晶電,2002,13.84,0.05729235
2448 晶電,2003,15.98,0.107273262
2448 晶電,2004,14.14,0.125568283
2448 晶電,2005,6.1,0.123941465
2448 晶電,2006,17,0.051037561
2448 晶電,2007,8.32,0.142018642
2448 晶電,2008,15.66,0.168887579
2448 晶電,2009,13.18,0.398073999
2448 晶電,2010,16.16,0.238786434
2448 晶電,2011,22.08,0.181369608
2449 京元電,2001,3.81,0.003312
2449 京元電,2002,7.37,0.058672785
2449 京元電,2003,7.08,0.076910404
2449 京元電,2004,14.03,0.094466335
2449 京元電,2005,10.3,0.143511379
2449 京元電,2006,15.99,0.072808737
2449 京元電,2007,18.59,0.06375409
2449 京元電,2008,8.75,0.116706884
2449 京元電,2009,8.81,0.12450632
2449 京元電,2010,9.27,0.140036922
2449 京元電,2011,11.37,0.170295055
2450 神腦,2001,18.4,0.156850157
2450 神腦,2002,5.94,0.021091486
2450 神腦,2003,5.6,0.029839925
2450 神腦,2004,8.45,0.041808939
2450 神腦,2005,28.06,0.033879262
2450 神腦,2006,27.91,0.076614739
2450 神腦,2007,6.74,0.166059738
2450 神腦,2008,18.45,0.318188411
2450 神腦,2009,23.26,0.34331157
2450 神腦,2010,23.49,0.344553686
2450 神腦,2011,25.52,0.267127403
2451 創見,2001,29.46,0.127528519
2451 創見,2002,24.46,0.180803493
2451 創見,2003,43.52,0.169488889
2451 創見,2004,39.93,0.19172213
2451 創見,2005,25.68,0.070572318
2451 創見,2006,26.92,0.087133146
2451 創見,2007,43.08,0.225381989
2451 創見,2008,43.38,0.269539276
2451 創見,2009,46.31,0.330212387
2451 創見,2010,47.39,0.255339119
2451 創見,2011,46.81,0.395287196
2453 凌群,2001,24.93,0.051139115
2453 凌群,2002,23.41,0.076991707
2453 凌群,2003,38.48,0.111783345
2453 凌群,2004,39.04,0.046624372
2453 凌群,2005,39.29,0.131476825
2453 凌群,2006,40.55,0.056729336
2453 凌群,2007,38.05,0.086782887
2453 凌群,2008,34.91,0.052485296
2453 凌群,2009,41.37,0.058464157
2453 凌群,2010,27.58,0.065407923
2453 凌群,2011,26.99,0.062754289
2454 聯發科,2001,8.71,0.347108993
2454 聯發科,2002,7.05,0.397696336
2454 聯發科,2003,8.72,0.514515233
2454 聯發科,2004,9.63,0.478872359
2454 聯發科,2005,13.04,0.50073715
2454 聯發科,2006,17.45,0.478113904
2454 聯發科,2007,15.2,0.414898158
2454 聯發科,2008,14.74,0.370135632
2454 聯發科,2009,18.21,0.435500803
2454 聯發科,2010,23.21,0.320627197
2454 聯發科,2011,18.76,0.196594724
2455 全新,2002,8.06,0.026441736
2455 全新,2003,5.91,0.026964803
2455 全新,2004,8.82,0.076703022
2455 全新,2005,17.94,0.064292374
2455 全新,2006,20.77,0.081763508
2455 全新,2007,16.1,0.215338341
2455 全新,2008,7.81,0.228631227
2455 全新,2009,10.04,0.423920653
2455 全新,2010,8.41,0.385665875
2455 全新,2011,6.28,0.27708836
2456 奇力新,2001,33.59,0.030987819
2456 奇力新,2002,29.83,0.0573513
2456 奇力新,2003,29.57,0.02696959
2456 奇力新,2004,25.2,0.015715251
2456 奇力新,2005,15.42,0.027033506
2456 奇力新,2006,14.65,0.011723113
2456 奇力新,2007,16.74,0.06436633
2456 奇力新,2008,21.21,0.042699308
2456 奇力新,2009,12.3,0.032987634
2456 奇力新,2010,21.18,0.01550852
2456 奇力新,2011,17.98,0.022554507
2457 飛宏,2000,0.73,0.196201067
2457 飛宏,2001,10.96,0.237277019
2457 飛宏,2002,8.36,0.221880888
2457 飛宏,2003,7.35,0.216371139
2457 飛宏,2004,9.99,0.065321188
2457 飛宏,2005,10.54,0.126332699
2457 飛宏,2006,14.51,0.078138739
2457 飛宏,2007,12.45,0.078586554
2457 飛宏,2008,8.74,0.096343775
2457 飛宏,2009,10.04,0.192935337
2457 飛宏,2010,10.56,0.110519109
2457 飛宏,2011,11.59,0.150962536
2458 義隆,2000,9.6,0.109331186
2458 義隆,2001,6.59,0.065430938
2458 義隆,2002,22.75,0.091895886
2458 義隆,2003,25.39,0.037256016
2458 義隆,2004,22.13,0.036037009
2458 義隆,2005,18.84,0.082315424
2458 義隆,2006,14.25,0.093310233
2458 義隆,2007,18.51,0.179331866
2458 義隆,2008,15.02,0.259143679
2458 義隆,2009,10.83,0.341591958
2458 義隆,2010,11.65,0.365317898
2458 義隆,2011,11.26,0.317114058
2459 敦吉,1999,26.74,0.025799881
2459 敦吉,2000,23.21,0.081897767
2459 敦吉,2001,23.41,0.045715212
2459 敦吉,2002,19.53,0.058992129
2459 敦吉,2003,20.09,0.065162812
2459 敦吉,2004,12.82,0.114722353
2459 敦吉,2005,26.95,0.066330758
2459 敦吉,2006,13.9,0.086298215
2459 敦吉,2007,17.14,0.030958854
2459 敦吉,2008,16.9,0.042350925
2459 敦吉,2009,18.61,0.045219483
2459 敦吉,2010,16.77,0.026026328
2459 敦吉,2011,16.19,0.034938295
2460 建通,2000,4.49,0.082860859
2460 建通,2001,3.75,0.055912746
2460 建通,2002,3.32,0.094769757
2460 建通,2003,2.84,0.053085136
2460 建通,2004,2.31,0.111229101
2460 建通,2005,0.1,0.049924903
2460 建通,2006,12.03,0.082847718
2460 建通,2007,13.14,0.069001724
2460 建通,2008,13.02,0.249875336
2460 建通,2009,13.17,0.180271881
2460 建通,2010,17.84,0.227954006
2460 建通,2011,20.2,0.176498824
2461 光群雷,1999,8.72,0.108545673
2461 光群雷,2000,9.03,0.411477989
2461 光群雷,2001,18.13,0.153027493
2461 光群雷,2002,14.89,0.34260482
2461 光群雷,2003,16.89,0.188369107
2461 光群雷,2004,15.81,0.036361646
2461 光群雷,2005,22.59,0.045911578
2461 光群雷,2006,12.46,0.090748168
2461 光群雷,2007,17.96,0.036842096
2461 光群雷,2008,26.55,0.037890149
2461 光群雷,2009,23.59,0.05419084
2461 光群雷,2010,8.01,0.075128116
2461 光群雷,2011,10.49,0.114583435
2462 良得電,1995,0,0.025951577
2462 良得電,1996,0,0.054050341
2462 良得電,1997,0,0.122334874
2462 良得電,1998,0,0.070063554
2462 良得電,1999,3.18,0.064425722
2462 良得電,2000,2.87,0.02409252
2462 良得電,2001,18.48,0.057566312
2462 良得電,2002,14.32,0.076437936
2462 良得電,2003,22.45,0.089532815
2462 良得電,2004,15.51,0.146312221
2462 良得電,2005,22.35,0.107912967
2462 良得電,2006,18.02,0.080203251
2462 良得電,2007,11.65,0.033546579
2462 良得電,2008,14.37,0.093090859
2462 良得電,2009,12.67,0.068947968
2462 良得電,2010,8.85,0.031789772
2462 良得電,2011,9.86,0.040438755
2464 盟立,1999,19.29,0.041521565
2464 盟立,2000,21.19,0.03578038
2464 盟立,2001,20.97,0.044443591
2464 盟立,2002,29.3,0.04268419
2464 盟立,2003,26.14,0.023330193
2464 盟立,2004,20.68,0.085300349
2464 盟立,2005,14.62,0.056725697
2464 盟立,2006,17.44,0.032868809
2464 盟立,2007,17.49,0.042813488
2464 盟立,2008,22.22,0.066994411
2464 盟立,2009,23.72,0.02613102
2464 盟立,2010,23.42,0.033477666
2464 盟立,2011,20.6,0.041155296
2465 麗臺,1999,9.6,0.084124944
2465 麗臺,2000,5.78,0.048560905
2465 麗臺,2001,9.92,0.041680663
2465 麗臺,2002,7.06,0.031147113
2465 麗臺,2003,11.39,0.019165795
2465 麗臺,2004,11.92,0.040095881
2465 麗臺,2005,17.55,0.065599814
2465 麗臺,2006,16.13,0.053950583
2465 麗臺,2007,16.46,0.113885767
2465 麗臺,2008,14,0.117230375
2465 麗臺,2009,16.83,0.154601935
2465 麗臺,2010,14,0.140006275
2465 麗臺,2011,12.77,0.204197564
2466 冠西電,2000,13.71,0.03413674
2466 冠西電,2001,8.62,0.023038619
2466 冠西電,2002,8.34,0.082917432
2466 冠西電,2003,12.74,0.017037855
2466 冠西電,2004,6.51,0.065033497
2466 冠西電,2005,10.12,0.087571512
2466 冠西電,2006,29.89,0.143145971
2466 冠西電,2007,38.21,0.08105639
2466 冠西電,2008,35.58,0.040412891
2466 冠西電,2009,42,0.069152772
2466 冠西電,2010,45.82,0.055929268
2466 冠西電,2011,43.04,0.043911951
2467 志聖,1999,1.95,0.054315556
2467 志聖,2000,1.28,0.082218222
2467 志聖,2001,0.99,0.104586453
2467 志聖,2002,0.78,0.091061181
2467 志聖,2003,8.41,0.036411321
2467 志聖,2004,9.38,0.058409236
2467 志聖,2005,11.66,0.096498401
2467 志聖,2006,12.49,0.033220328
2467 志聖,2007,11.32,0.030512781
2467 志聖,2008,13.2,0.037028988
2467 志聖,2009,13.94,0.044224761
