公司,年,市值(百萬元),股東權益總額,本期稅後淨利,營業費用─研究發展,普通股─現金股利,利息支出,現金及約當現金,資產總額,固定資產,ROA(C)稅前息前折舊前,十大股東持股(不含董監)%,負債比率％,負債總額,流動負債,流動資產
2439 美律,12/31/1998,1566,823378,52228,34014,0,10817,23384,1066774,90982,7.68,0,22.82,243396,237773,262751
2439 美律,12/28/1999,1731,869447,63753,43105,0,12068,54942,1159972,97170,6.13,0,25.05,290525,258468,327068
2439 美律,12/30/2000,4200,1715260,287051,55119,45821,20782,644587,2110312,102879,19.92,0,18.72,395052,357868,1079681
2439 美律,12/31/2001,5938,1892985,192483,45670,114934,19774,242216,2258002,112174,9.31,0,16.17,365017,277629,1021494
2439 美律,12/31/2002,3883,1925692,158126,43195,107880,32583,206423,2838004,100105,9.06,0,32.15,912312,684630,1263332
2439 美律,12/31/2003,6612,2171225,348052,49172,176325,23761,435059,3356283,85148,12.61,19.63,35.31,1185058,854594,1476999
2439 美律,12/31/2004,9617,3070287,580967,61074,442925,12554,730531,4605602,73718,18.02,18.5,33.34,1535315,947910,2554817
2439 美律,12/30/2005,12660,3493697,551641,109088,327654,7981,666980,4897984,95241,13.36,16.99,28.67,1404287,1239603,2568722
2439 美律,12/29/2006,12811,4006285,753749,189766,428909,6665,707521,6024400,109110,16.03,22.15,33.5,2018115,1767772,3085303
2439 美律,12/31/2007,15877,4541098,896399,225667,680904,11167,521456,6567666,138785,17.5,2.18,30.86,2026568,1718206,3447741
2439 美律,12/31/2008,3674,4381691,566986,227008,413692,12551,1026690,5724159,135685,9.56,22.03,23.45,1342468,1173682,2930691
2439 美律,12/31/2009,10611,4460456,528552,198849,514746,3940,1225554,5837021,113061,11.44,22.92,23.58,1376565,1286639,3429447
2439 美律,12/31/2010,8370,4414381,601052,248752,592257,1112,690066,5857952,96740,12.6,19.22,24.64,1443571,1360042,2792414
2439 美律,12/30/2011,5275,4337822,315122,252701,238277,1101,623988,6087711,91088,3.53,19.25,28.74,1749889,1616981,2735809
2440 太空梭,12/30/2000,1447,1526627,167578,0,0,88238,132550,3456312,1399243,10.89,12.4,55.83,1929685,1085062,1538801
2440 太空梭,12/31/2001,1890,1899920,2685,0,0,75113,120045,3672942,1461238,3.85,8.17,48.27,1773022,1344443,1789518
2440 太空梭,12/31/2002,1522,1838438,-51480,23907,0,76063,559529,4567816,1300239,4.59,10.23,59.75,2729378,1569427,2495264
2440 太空梭,12/31/2003,1849,1935149,-292557,30307,0,76007,228077,4974884,1568889,-2.8,8.09,61.1,3039735,2364746,2568311
2440 太空梭,12/31/2004,909,2251542,6570,34913,0,53256,127421,4326076,1445959,3.54,2.66,47.95,2074534,1627899,2063318
2440 太空梭,12/30/2005,1386,1825658,-787961,39866,0,46249,64061,3659374,1335875,-14.59,6.09,50.11,1833716,1289362,1648734
2440 太空梭,12/29/2006,1663,1685400,-396023,14881,0,42447,49217,3267460,933400,1.73,10.27,48.42,1582060,1329585,1737485
2440 太空梭,12/31/2007,1661,1837208,145800,4112,67151,35610,109462,3492914,436378,6.11,12.2,47.4,1655706,1606768,2072821
2440 太空梭,12/31/2008,876,1421495,-511942,2524,0,28737,205124,2431326,279985,-13.82,15.17,41.53,1009831,798923,1124724
2440 太空梭,12/31/2009,1954,1507660,104771,3700,93208,14229,240115,2316966,258050,6.43,18.27,34.93,809306,648224,1052580
2440 太空梭,12/31/2010,1281,1421997,48792,7004,0,10648,160624,2278619,247194,4.07,15.35,37.59,856622,687623,1047014
2440 太空梭,12/30/2011,792,1361525,-91769,4472,0,11363,139103,2250365,233265,-1.47,26.09,39.5,888840,794468,1075216
2441 超豐,12/30/2000,2570,3065214,524552,18992,0,107603,365339,5556022,3459333,20.85,12.89,44.83,2490808,1341548,1787380
2441 超豐,12/31/2001,4070,3292591,248109,25134,67102,109602,500834,5657556,3209870,15.1,13.73,41.8,2364965,1090679,2130165
2441 超豐,12/31/2002,5697,3853705,634531,25323,237382,81700,333025,6066580,3362615,23.59,10.06,36.48,2212875,1104508,2357461
2441 超豐,12/31/2003,9616,4549027,927303,26081,500724,44188,281520,7067057,3627866,26.19,11.03,35.63,2518030,990351,3376671
2441 超豐,12/31/2004,9653,6120349,1379180,37302,687658,16907,1629488,7835089,3400512,29.55,14.7,21.89,1714740,1105396,4375272
2441 超豐,12/30/2005,16001,7230320,1684922,36488,818824,9736,2407145,9019398,3609475,29.53,13.49,19.84,1789078,1661050,5338180
2441 超豐,12/29/2006,18342,8533707,2134812,45503,1190277,739,2972531,9853141,3665891,32.54,15.14,13.39,1319434,1270506,6119007
2441 超豐,12/31/2007,18826,9627207,2402605,63339,1422691,0,3510742,11009567,4323346,32.17,14.38,12.56,1382360,1340236,6593287
2441 超豐,12/31/2008,9767,9680783,1608828,89350,831289,0,3507530,10633019,4890845,26.48,15.42,8.96,952236,915810,5652971
2441 超豐,12/31/2009,17696,10327463,1477969,91360,973985,0,2690239,12423979,5607344,22.67,16.15,16.87,2096516,2062195,6326649
2441 超豐,12/31/2010,16807,10954483,1554324,113423,1107076,0,2573247,12632844,6392708,23.25,16.84,13.29,1678361,1642362,5847037
2441 超豐,12/30/2011,13284,10766489,902214,104092,664846,0,2320055,12182790,6092570,19.19,18.85,11.63,1416301,1376997,6000136
2442 新美齊,12/30/2000,3383,2502671,311513,154327,70422,137942,395410,5387802,219956,9.99,42.85,53.55,2885131,2882367,3269611
2442 新美齊,12/31/2001,6632,2553188,24180,139230,0,62191,241672,5225117,236219,1.63,41.67,51.14,2671929,2664429,2743331
2442 新美齊,12/31/2002,2546,3325378,-91496,122547,0,59232,329948,5523049,234295,-1.41,27.33,39.79,2197671,1482633,2933014
2442 新美齊,12/31/2003,2253,2332096,-528205,129499,0,39765,458718,6459674,225946,-8.27,13.16,63.9,4127578,3388111,4481290
2442 新美齊,12/31/2004,1496,893001,-1353375,133030,0,45421,368050,3253119,223958,-14.5,4.3,72.55,2360118,2336340,1994546
2442 新美齊,12/30/2005,2500,1439708,58285,144927,0,69183,423232,5007565,216161,4.57,30.42,71.25,3567857,3540086,3923850
2442 新美齊,12/29/2006,2292,1587660,148505,156798,0,80461,144094,7182393,219294,4.53,35.53,77.9,5594733,5559964,6130893
2442 新美齊,12/31/2007,2812,1723267,119615,161672,0,152284,468264,6362827,208563,3.99,58.56,72.92,4639560,4613921,5228795
2442 新美齊,12/31/2008,781,1375573,-375461,108948,0,94004,211193,3154889,202274,-4.43,61.3,56.4,1779316,1755914,2072425
2442 新美齊,12/31/2009,3562,1688475,330982,71171,0,14336,361411,2783169,186712,12.86,62.56,39.33,1094694,1074925,1800544
2442 新美齊,12/31/2010,1632,2067256,398015,46114,212420,5769,822632,2398984,54487,19.96,59.73,13.83,331728,329708,1606885
2442 新美齊,12/30/2011,1143,1730321,-161174,0,0,1019,546816,1929697,419836,-2.44,35.97,10.33,199376,196786,1001599
2443 新利虹,12/31/2001,3637,4449155,28951,71425,0,145996,597525,7547085,4698988,7.75,13.84,41.05,3097930,1749695,2153380
2443 新利虹,12/31/2002,2900,4621091,-462289,68398,0,134327,195179,7284660,4206399,2.16,10.8,36.56,2663569,2187315,1607152
2443 新利虹,12/31/2003,6239,4889871,215317,115098,0,87498,179574,8313393,4071075,10.48,16.11,41.18,3423522,2845573,2747654
2443 新利虹,12/31/2004,2151,4452414,-304158,75811,0,81482,330815,6942072,3935076,3.96,11.03,35.86,2489658,1925779,1503003
2443 新利虹,12/30/2005,1931,4233831,-460209,80057,0,65723,344376,6739683,3464190,1.57,11.1,37.18,2505852,2002273,1518439
2443 新利虹,12/29/2006,3125,4065611,-210966,87701,0,65654,482286,6612063,2831237,5.45,11.55,38.51,2546452,2309230,2088558
2443 新利虹,12/31/2007,4045,4215630,64534,97052,0,59753,408225,6241773,2277298,8.38,13.14,32.46,2026143,1908136,1921808
2443 新利虹,12/31/2008,853,3540200,-654231,89802,0,42076,467885,4835506,1592323,4.14,9.79,26.79,1295306,1050501,1511939
2443 新利虹,12/31/2009,2913,3640679,40524,58254,0,24897,574593,4668542,1344967,7.42,10.82,22.02,1027863,843415,1283487
2443 新利虹,12/31/2010,1869,2570993,-952047,10322,0,12717,262860,3219382,411552,-6.02,14.27,20.14,648389,427758,699612
2443 新利虹,12/30/2011,934,2487971,-119562,4632,0,7050,218033,2594452,212375,-7.76,14.14,4.1,106481,49471,346103
2444 友旺,12/30/2000,4837,1677676,347850,93661,146600,4074,291965,2291540,700487,21.62,25.32,26.79,613864,613864,1475692
2444 友旺,12/31/2001,8084,1867447,365842,132785,188000,3802,571864,2596474,708959,19.16,21.17,28.08,729027,717249,1725661
2444 友旺,12/31/2002,2950,1753493,105020,158362,34308,20810,644127,3765045,1027585,5.77,19.61,53.43,2011552,777921,2515970
2444 友旺,12/31/2003,1854,1330138,-379686,215289,0,36753,223974,3393666,1027935,-7.63,25.01,60.81,2063528,1076767,2107946
2444 友旺,12/31/2004,938,1035392,-293087,258841,0,28383,437075,2999824,904640,-7.32,16.2,65.48,1964432,1547638,1902006
2444 友旺,12/30/2005,1470,1173052,-62700,213101,0,20167,256181,2557368,826873,1.44,18.57,54.13,1384316,1075478,1518287
2444 友旺,12/29/2006,2509,1027280,-145994,118403,0,16796,253422,2224796,730965,-3.24,28.46,53.83,1197516,1039673,1243483
2444 友旺,12/31/2007,1684,1359671,107076,98066,62172,13499,246968,2310009,785635,7.25,27.36,41.14,950338,915387,1275706
2444 友旺,12/31/2008,638,1250340,-32296,112644,0,13147,113637,2048234,743573,3.14,26.89,38.96,797894,794863,1045878
2444 友旺,12/31/2009,1985,1068301,-191104,89312,0,11146,108266,2118782,692884,-4.35,26.91,49.58,1050481,817100,1161533
2444 友旺,12/31/2010,1674,1056786,-133475,81875,0,13288,100717,2249480,654604,-2.1,19.28,53.02,1192694,1018284,1171014
2444 友旺,12/30/2011,933,1073294,11800,81759,0,15439,70993,2176741,474413,-0.26,14.8,50.69,1103447,995452,1358196
2448 晶電,12/31/2001,1893,1517107,-15430,65918,0,27587,59083,2640531,1318830,4.22,21.4,42.55,1123424,590262,935001
2448 晶電,12/31/2002,6390,2406301,417694,62816,129815,49549,220158,3842712,1682150,17.66,13.84,37.38,1436411,926077,1847630
2448 晶電,12/31/2003,9885,2943172,590356,105254,278555,25382,570280,5316143,1939712,16.98,15.98,44.64,2372971,1120110,3140167
2448 晶電,12/31/2004,5733,3475731,598860,208587,71854,27565,749251,5966881,2983072,16.33,14.14,41.75,2491150,2196964,2760589
2448 晶電,12/30/2005,21032,7366067,642644,196739,506306,21412,1345968,10859707,5419056,11.48,6.1,32.17,3493640,2129262,4880629
2448 晶電,12/29/2006,35581,8645470,1239729,211062,917592,30766,648274,12701900,6235002,16.69,17,31.94,4056430,1981298,6057284
2448 晶電,12/31/2007,86244,23652357,2093608,357051,1489171,93958,4229560,29781724,12960177,15.73,8.32,20.58,6129367,4416820,15851191
2448 晶電,12/31/2008,18738,22091902,42439,474873,75475,98498,4410920,26117492,12427157,7.83,15.66,15.41,4025590,2293253,12509583
2448 晶電,12/31/2009,92275,35702258,1732065,432852,1384275,95149,18098051,45464037,13840070,11.34,13.18,21.47,9761779,9629841,28792768
2448 晶電,12/31/2010,90260,46468277,5766275,752381,3841589,110628,14173217,59355202,17345306,16.53,16.16,21.71,12886925,10401332,24435739
2448 晶電,12/30/2011,55226,44478582,480257,762324,454146,275916,10634531,58634581,18853054,5.48,22.08,24.14,14155999,6741275,21303014
2449 京元電,12/31/2001,6222,8381022,-791651,58204,0,354336,59668,18015698,15052290,5.59,3.81,53.48,9634676,4671173,916185
2449 京元電,12/31/2002,7110,9564352,-302635,74476,0,378592,1102205,18785626,13594682,10.2,7.37,49.09,9221274,3151157,2802850
2449 京元電,12/31/2003,23595,13194771,773559,78361,123639,214092,1534967,19957859,13619125,16.5,7.08,33.89,6763088,3307572,4090567
2449 京元電,12/31/2004,16597,16007666,2761374,99436,758938,108024,2750016,29111069,19712776,21.52,14.03,45.01,13103403,4260208,5917192
2449 京元電,12/30/2005,32908,17470811,1535771,174176,715337,190354,4571651,31855669,19396023,15.82,10.3,45.16,14384858,5500631,8751131
2449 京元電,12/29/2006,29662,21509793,2813185,199852,1186192,162097,2534077,34804573,23413059,21.11,15.99,38.2,13294780,4074258,6902532
2449 京元電,12/31/2007,19192,22159151,2000925,241351,709478,209450,2419594,37951981,25989199,22.27,18.59,41.61,15792830,6123038,7248033
2449 京元電,12/31/2008,9222,21535143,388247,286063,122423,327664,4487785,38453473,25574314,19.43,8.75,44,16918330,2997144,7680594
2449 京元電,12/31/2009,18958,20231225,-1021104,263636,0,262976,4538760,36454053,20336580,16.46,8.81,44.5,16222828,4728797,9967704
2449 京元電,12/31/2010,18551,21756705,1795936,367426,1399804,178504,4861255,34714095,18208207,24.01,9.27,37.33,12957390,2831285,9625105
2449 京元電,12/30/2011,12371,21037577,477507,331695,550870,143256,5928086,34810676,17174864,16.87,11.37,39.57,13773099,3194890,10328654
2450 神腦,12/31/2001,6592,2157966,475183,67109,158085,25443,538002,3430038,402756,20.59,18.4,37.09,1272072,1179439,2840262
2450 神腦,12/31/2002,5502,2470269,471296,93905,183942,15724,102927,4880026,621750,16.2,5.94,49.38,2409757,1496379,3983051
2450 神腦,12/31/2003,4426,2554573,279931,141145,61972,33909,150148,5031782,837038,8.22,5.6,49.23,2477209,1764490,3808715
2450 神腦,12/31/2004,2669,2553627,79728,178027,0,25425,214289,5125435,1195370,3.72,8.45,50.18,2571808,1907530,3611631
2450 神腦,12/30/2005,3887,2613505,167215,111520,0,39390,200309,5912437,1303388,6.48,28.06,55.8,3298932,2679272,4203375
2450 神腦,12/29/2006,6252,2941660,279117,90803,202964,35850,411554,5371734,781526,8.56,27.91,45.24,2430074,1868401,3788879
2450 神腦,12/31/2007,9322,3761395,931229,0,695743,13006,959994,5781016,780755,23.52,6.74,34.94,2019621,1976797,4236575
2450 神腦,12/31/2008,7721,4168329,1089382,0,981347,1123,2083940,6549390,671390,25.95,18.45,36.36,2381061,2303614,4975859
2450 神腦,12/31/2009,11982,4246549,1008040,0,873317,1005,2281017,6644160,701654,22.2,23.26,36.09,2397611,2333357,5124380
2450 神腦,12/31/2010,14938,4676206,1207629,0,1013908,0,2706729,7855754,616929,21.71,23.49,40.47,3179548,3135659,6362254
2450 神腦,12/30/2011,23746,5152818,1383040,0,1153099,35,2461376,9214240,591493,20.76,25.52,44.08,4061422,4025984,7347957
2451 創見,12/31/2001,10989,2609013,483971,52604,83256,3569,435591,3415636,964015,19.43,29.46,23.62,806623,772340,2381955
2451 創見,12/31/2002,12738,3604284,1082730,52248,661980,1488,773927,4280487,1141865,37.13,24.46,15.8,676203,641020,3061281
2451 創見,12/31/2003,16392,4365714,1428470,52341,791350,490,1092943,6448464,1175019,34.93,43.52,32.3,2082750,822878,4839504
2451 創見,12/31/2004,19197,5769367,1883973,60104,1147290,64,1420883,7411158,1201427,31.57,39.93,22.15,1641791,780406,5798525
2451 創見,12/30/2005,20503,6635602,1453267,72633,955322,11,546603,7745289,1418224,23.08,25.68,14.33,1109687,1061254,5771844
2451 創見,12/29/2006,29026,8306899,2431481,84464,1215074,2655,1064961,12222226,1395316,27.36,26.92,32.03,3915327,2298370,9836269
2451 創見,12/31/2007,37805,13340083,2700396,107760,1482583,40328,3896979,17290552,1413604,22.46,43.08,22.85,3950469,2861188,13595036
2451 創見,12/31/2008,23869,14419689,2247037,142440,1303000,22629,4782944,17744887,1396869,16.76,43.38,18.74,3325198,3193549,13620350
2451 創見,12/31/2009,50863,18126390,4354108,151661,2544900,18426,6947487,21039450,1529335,28.16,46.31,13.85,2913060,2237348,16211271
2451 創見,12/31/2010,33612,17001317,1475356,134682,1276430,8715,5006955,19609040,1966830,10.01,47.39,13.3,2607723,2263857,13923316
2451 創見,12/30/2011,34116,19027662,2866161,155946,2369190,5878,8936277,22607049,2182031,17.73,46.81,15.83,3579387,3168270,16597621
2453 凌群,12/31/2001,2034,1632464,139510,101522,88452,14985,132102,2583189,455702,6.61,24.93,36.8,950725,766208,1750594
2453 凌群,12/31/2002,960,1534471,-11879,78671,0,1742,158525,2058988,424750,-0.78,23.41,25.47,524517,395149,1251834
2453 凌群,12/31/2003,1347,1560497,29286,81971,28260,1046,245217,2193681,443920,2.53,38.48,28.86,633184,501731,1308853
2453 凌群,12/31/2004,951,1546081,25524,66187,5799,10,103520,2220298,451524,2.35,39.04,30.37,674217,540065,1288977
2453 凌群,12/30/2005,876,1510585,-17534,61179,0,0,284831,2166397,463816,1.55,39.29,30.27,655812,528783,1261238
2453 凌群,12/29/2006,859,1468077,-56548,134202,0,431,117204,2066021,457737,-0.3,40.55,28.94,597944,476484,1175348
2453 凌群,12/31/2007,940,1490288,17871,141610,0,3601,174496,2010719,453780,2.76,38.05,25.88,520431,399645,1174786
2453 凌群,12/31/2008,618,1518464,23163,116479,0,2218,127919,2437235,444809,3.37,34.91,37.7,918771,800349,1558129
2453 凌群,12/31/2009,1689,1548562,36362,121275,35000,2156,151679,2594393,459263,4.84,41.37,40.31,1045831,925778,1712454
2453 凌群,12/31/2010,1415,1554498,58770,155157,0,733,156966,2399801,462061,5.6,27.58,35.22,845303,723248,1510741
2453 凌群,12/30/2011,997,1634679,64180,146690,50000,343,162368,2587361,327446,5.77,26.99,36.82,952682,831832,1812250
2454 聯發科,12/31/2001,185810,13165083,6703034,1014884,1264023,701,6216712,17909971,534980,51.87,8.71,26.49,4744888,4697410,14414772
2454 聯發科,12/31/2002,131232,23847821,12233439,1496327,3683723,0,12092321,30405915,894976,53.48,7.05,21.57,6558094,6490956,22798210
2454 聯發科,12/31/2003,204653,36035074,16522089,3950293,5453152,44,21603107,41987303,1048591,46.3,8.72,14.18,5952229,5887267,29198230
2454 聯發科,12/31/2004,166176,42638280,14322985,3518067,7693358,0,22770147,47549512,2026699,32.83,9.63,10.33,4911232,4837168,32065252
2454 聯發科,12/30/2005,334387,52744250,18273633,6237838,9504556,0,31405861,62719255,3841696,34.62,13.04,15.9,9975005,9917489,40636546
2454 聯發科,12/29/2006,326321,67525530,22579582,4408762,14524690,0,36655169,76666185,4814984,36.53,17.45,11.92,9140655,9079678,47496552
2454 聯發科,12/31/2007,438199,85937057,33592702,7187028,19776221,0,40365582,97290338,5221845,41.72,15.2,11.67,11353281,11285891,62612568
2454 聯發科,12/31/2008,236630,81610901,19189997,15129695,15024132,0,35750448,96587426,5243216,24.84,14.74,15.51,14976525,14893337,45752665
2454 聯發科,12/31/2009,608285,108869485,36705640,18875858,28343090,0,57885158,132916306,5896167,34.55,18.21,18.09,24046821,23767572,69190377
2454 聯發科,12/31/2010,459236,111713110,30961437,16987827,21999457,0,43169400,134640481,6744246,25.67,23.21,17.03,22927371,22159301,59573161
2454 聯發科,12/30/2011,318436,116278016,13623070,13448835,10328124,4524,27137268,138036604,6503119,11.55,18.76,15.76,21758588,20740542,42508698
2455 全新,12/31/2002,915,1188989,-227359,111623,0,24472,49337,1865876,1220817,-5.92,8.06,36.28,676887,291868,366810
2455 全新,12/31/2003,1004,919045,-269944,182724,0,15919,40899,1516755,1053641,-4.53,5.91,39.41,597710,355662,236250
2455 全新,12/31/2004,678,736024,-263021,161432,0,14811,103711,1352111,886236,-3.09,8.82,45.56,616087,436426,354578
2455 全新,12/30/2005,1532,637465,-160309,81069,0,14116,72399,1126090,604606,3.9,17.94,43.39,488625,420200,364045
2455 全新,12/29/2006,4584,872158,176172,61879,0,10330,135845,1661438,728407,18.43,20.77,47.51,789280,487429,806832
2455 全新,12/31/2007,5980,1540537,166757,111797,0,10472,458403,2128757,863361,8.72,16.1,27.63,588220,424904,1150127
2455 全新,12/31/2008,1532,1504070,-12623,131240,0,7150,513642,2246596,1155734,6.29,7.81,33.05,742526,292526,1005888
2455 全新,12/31/2009,12096,2671806,339011,112800,69871,7239,1471482,3471126,1340224,18.24,10.04,23.03,799320,369320,2074532
2455 全新,12/31/2010,10535,3125509,413246,78999,89038,6434,1506360,3905868,1640187,16.97,8.41,19.98,780359,444359,2161828
2455 全新,12/30/2011,7345,3462539,513058,79997,446853,5902,1113108,4017159,1973088,19.92,6.28,13.81,554620,500620,1988518
2456 奇力新,12/31/2001,3575,1251689,261225,23437,90300,1178,53231,1717804,577251,20.09,33.59,27.13,466115,444012,683600
2456 奇力新,12/31/2002,1576,1260938,101195,23826,78929,24948,129584,2259478,589203,9.3,29.83,44.19,998540,334221,1119297
2456 奇力新,12/31/2003,2093,1305212,133856,34294,79056,27921,63719,2362624,634527,7.39,29.57,44.76,1057412,333023,1096616
2456 奇力新,12/31/2004,1359,1247370,158492,43377,101286,24202,36752,2338620,825542,10.1,25.2,46.66,1091250,641760,874626
2456 奇力新,12/30/2005,1834,1385137,181296,64992,157340,13901,74425,2753065,1036587,10.4,15.42,49.69,1367928,616469,983047
2456 奇力新,12/29/2006,2786,1857405,264298,73659,186736,18133,36283,3094997,1151126,13.23,14.65,39.99,1237592,745763,1066176
2456 奇力新,12/31/2007,2707,2155002,254734,88629,143768,25086,228010,3542380,1147655,12,16.74,39.17,1387378,604783,1426353
2456 奇力新,12/31/2008,1096,2152653,81603,81380,44505,31829,152282,3566381,1168105,8.77,21.21,39.64,1413728,757003,1102750
2456 奇力新,12/31/2009,3624,2201514,113568,61032,75999,29097,107796,3267770,1108712,9.04,12.3,32.63,1066256,472675,917300
2456 奇力新,12/31/2010,4354,2503237,384078,46968,184013,20077,65912,4250051,1425033,15.68,21.18,41.1,1746814,1185749,1043642
2456 奇力新,12/30/2011,1939,2705530,215696,46353,61338,33096,118263,5243431,1333864,9.9,17.98,48.4,2537901,1324895,1478434
2457 飛宏,12/30/2000,5002,3067642,700570,122427,76730,10977,1381592,7041715,364249,15.02,0.73,56.44,3974073,3399976,4242961
2457 飛宏,12/31/2001,12743,3736192,625272,129824,137235,6935,2016783,8499698,579667,10.64,10.96,56.04,4763506,4111840,4550699
2457 飛宏,12/31/2002,7379,4826937,550505,160532,205696,26467,2043146,9208301,826926,7.82,8.36,47.58,4381364,2984213,4371748
2457 飛宏,12/31/2003,5789,4583011,297938,171343,146678,66869,2263267,10460115,462229,3.6,7.35,56.19,5877104,3825584,5166644
2457 飛宏,12/31/2004,3413,4220853,134981,200690,0,61764,606515,9285119,437899,2.13,9.99,54.54,5064266,4059506,4128079
2457 飛宏,12/30/2005,5609,4847520,500548,193180,220537,29001,1113351,8812849,430834,6.06,10.54,44.99,3965329,3050957,4166691
2457 飛宏,12/29/2006,7174,5215565,577452,205704,329884,13679,739904,9469106,407696,7.84,14.51,44.92,4253541,3414164,5305869
2457 飛宏,12/31/2007,7691,5884577,697548,231379,244180,15903,774589,9856508,410193,7.28,12.45,40.3,3971931,3610449,5647796
2457 飛宏,12/31/2008,2976,5985911,356858,215557,287818,17326,953584,9897723,368491,5.14,8.74,39.52,3911812,3086663,5398320
2457 飛宏,12/31/2009,11446,6789032,1171671,272485,1054504,5586,2127060,11024730,377332,13.47,10.04,38.42,4235698,3515489,5910545
2457 飛宏,12/31/2010,14407,6192914,1659301,373093,1057779,4272,1189840,10765921,385685,19.04,10.56,42.48,4573007,3760760,5333245
2457 飛宏,12/30/2011,9746,6680202,1425653,464253,995969,2746,1552919,10286784,500907,17.87,11.59,35.06,3606582,3061276,4523989
2458 義隆,12/30/2000,12144,3521662,1031050,355264,110405,1377,452481,4138627,907464,28.71,9.6,14.91,616965,599821,1509071
2458 義隆,12/31/2001,12745,3998395,689235,442030,295038,1028,288436,4408251,1094066,18.92,6.59,9.3,409856,381235,1260623
2458 義隆,12/31/2002,7440,3930468,516659,480342,395087,2877,499018,5430254,1025792,14.67,22.75,27.62,1499786,461933,2244766
2458 義隆,12/31/2003,10318,3863427,757046,601049,439805,32112,200293,5376125,970668,17.58,25.39,28.14,1512698,641138,2442821
2458 義隆,12/31/2004,6526,4294558,624381,791624,340913,23456,194613,5400365,938759,14.55,22.13,20.48,1105807,1016622,2694503
2458 義隆,12/30/2005,5279,4085956,401685,789722,147150,12185,410030,4981205,853745,10.25,18.84,17.97,895249,755443,2602781
2458 義隆,12/29/2006,7326,4172699,283423,761031,141457,4161,455798,4884759,775671,9.62,14.25,14.58,712060,569999,2594297
2458 義隆,12/31/2007,23009,5049509,593757,643643,361784,356,1047856,5843111,710858,15.6,18.51,13.58,793602,674424,3467426
2458 義隆,12/31/2008,9465,5514822,217072,680675,150314,980,1722527,6646996,870383,7.63,15.02,17.03,1132174,822494,3691524
2458 義隆,12/31/2009,23583,5793289,413833,687896,374484,0,2337344,6842503,869359,11.25,10.83,15.33,1049214,920933,4162314
2458 義隆,12/31/2010,17642,6132913,701971,758369,632854,0,2640292,7227382,828235,14.74,11.65,15.14,1094469,957317,4621922
2458 義隆,12/30/2011,10221,5521558,471504,665437,380537,0,2143242,6758584,797096,7.22,11.26,18.3,1237026,1081618,4160682
2459 敦吉,12/28/1999,3534,971783,143488,9202,0,1861,34098,1321634,421838,16.98,26.74,26.47,349851,296792,463710
2459 敦吉,12/30/2000,2224,1263758,278019,7760,42420,4039,156538,1911383,417807,23.82,23.21,33.88,647625,559129,777796
2459 敦吉,12/31/2001,4800,1511817,251455,6867,115200,10323,95302,2084689,404288,17.58,23.41,27.48,572872,451749,773794
2459 敦吉,12/31/2002,3195,1792999,396398,5741,162000,19282,207179,3511977,396328,12.62,19.53,48.95,1718978,884384,1407777
2459 敦吉,12/31/2003,5671,2363923,375590,6977,221854,23004,276778,4247484,380256,12.67,20.09,44.35,1883561,1399258,1994666
2459 敦吉,12/31/2004,3107,2388630,450223,15903,239225,16425,441072,3844691,338600,12.86,12.82,37.87,1456061,1295207,1493586
2459 敦吉,12/30/2005,6090,2881431,429780,4294,285440,18219,299728,4518688,327889,11.89,26.95,36.23,1637257,1614031,1871860
2459 敦吉,12/29/2006,6173,3492183,650117,6696,349399,17414,415764,4817759,296289,14.53,13.9,27.51,1325576,1299584,2042932
2459 敦吉,12/31/2007,3794,3768745,455731,4518,249167,22404,177256,5725535,288237,10.12,17.14,34.18,1956790,1928333,2311979
2459 敦吉,12/31/2008,1630,3990054,284300,7716,181290,22132,246425,5818645,269607,6.17,16.9,31.43,1828591,1798841,1940998
2459 敦吉,12/31/2009,3588,3913970,300053,292,232121,6465,260044,5750707,266252,6.44,18.61,31.94,1836737,1805706,2064903
2459 敦吉,12/31/2010,5077,4019221,557400,0,362689,6552,144819,5564327,263328,10.6,16.77,27.77,1545106,1506372,1647795
2459 敦吉,12/30/2011,3684,4442020,442505,0,261136,6416,235915,6752333,346520,7.9,16.19,34.22,2310313,2238039,2066992
2460 建通,12/30/2000,593,692778,72268,17972,10955,35726,118613,1431472,477314,11.16,4.49,51.6,738694,561072,833791
2460 建通,12/31/2001,1013,742538,51697,19081,14259,28360,75876,1357043,461662,8.47,3.75,45.28,614505,467873,702685
2460 建通,12/31/2002,1730,877437,150491,16246,24039,16120,152719,1611474,453135,16.31,3.32,45.55,734037,390020,874501
2460 建通,12/31/2003,2457,1061684,215783,24410,49140,12474,98925,1863516,491254,18.63,2.84,43.03,801832,468376,995193
2460 建通,12/31/2004,1982,1252276,227681,26854,86935,14573,262700,2361792,511122,16.1,2.31,46.98,1109516,550954,1424851
2460 建通,12/30/2005,1571,1317952,119172,29957,13495,15629,127742,2558683,530639,8.04,0.1,48.49,1240731,887209,1447272
2460 建通,12/29/2006,4374,1843652,476121,29423,194045,18360,283273,3419201,576949,22.56,12.03,46.08,1575549,915084,1926988
2460 建通,12/31/2007,4582,2408283,477903,31088,170778,17992,261156,3784775,629376,19.45,13.14,36.37,1376492,698182,1837003
2460 建通,12/31/2008,2175,2707201,360731,29969,199920,16332,1015728,4064939,532443,11.72,13.02,33.4,1357738,794647,1594433
