公司,年,市值(百萬元),股東權益總額,本期稅後淨利,營業費用─研究發展,普通股─現金股利,利息支出,現金及約當現金,資產總額,固定資產,ROA(C)稅前息前折舊前,十大股東持股(不含董監)%,負債比率％,負債總額,流動負債,流動資產
,,,,,,,,,,,,,,,,
1437 勤益,12/28/1991,7413,1910249,48816,0,39020,7926,288134,2293900,774870,4.78,26.58,16.72,383651,97800,990913
1437 勤益,12/29/1992,4614,1923684,52455,0,0,5625,180133,2305309,798429,5.02,7.23,16.55,381625,88804,831570
1437 勤益,12/31/1993,12632,1989087,65702,0,23412,2629,78627,2345028,852213,4.97,0.74,15.18,355941,62014,895078
1437 勤益,12/31/1994,7316,1970740,9343,0,0,13487,127926,2624214,898540,2.52,0.74,24.9,653474,344753,1010064
1437 勤益,12/30/1995,4635,2020672,48296,0,0,12358,122020,2556987,889647,1.78,7.22,20.97,536315,114733,834612
1437 勤益,12/31/1996,5794,2071471,50483,0,0,5105,80898,2663759,853629,3.5,6.3,22.24,592288,168229,914265
1437 勤益,12/31/1997,7427,2192716,113160,0,0,10011,97687,2859696,824418,3.84,6.89,23.32,666980,219678,992273
1437 勤益,12/31/1998,3584,2181175,-1365,0,0,22439,44995,2974369,819029,1.3,6.74,26.67,793194,284326,1002281
1437 勤益,12/28/1999,1839,2107728,-36768,0,0,20622,44995,2885587,792017,-1.83,6.7,26.96,777859,252830,945103
1437 勤益,12/30/2000,943,2141759,21853,0,0,24735,96070,3125079,882009,-2.05,6.69,31.47,983320,589495,1020325
1437 勤益,12/31/2001,974,2012344,-134527,0,0,35105,35150,3168712,932561,-1.18,6.56,36.49,1156368,739373,900328
1437 勤益,12/31/2002,1100,2062205,62523,0,0,31956,62476,3862232,1481391,0.68,7.09,46.61,1800027,894648,1004493
1437 勤益,12/31/2003,2468,2739713,-211915,0,0,46327,46540,4334116,938282,1.36,24.44,36.79,1594403,1087909,1095115
1437 勤益,12/31/2004,1974,2694699,154494,0,0,34572,48141,4812902,993364,8.5,23.78,44.01,2118203,1112298,1312815
1437 勤益,12/30/2005,1923,2341682,-386324,6704,0,31589,44226,4484033,850144,-1.82,23.3,47.78,2142351,930563,1049284
1437 勤益,12/29/2006,5284,3203468,335279,8991,0,32735,106020,4782910,676761,11.74,18.08,33.02,1579442,604793,1210522
1437 勤益,12/31/2007,3548,3644641,209062,9839,40793,33749,145905,5071127,715094,9.53,24.42,28.13,1426486,717806,1175684
1437 勤益,12/31/2008,1619,3436137,-252015,8446,0,28556,117705,4484673,633562,-0.19,23.7,23.38,1048536,296225,639821
1437 勤益,12/31/2009,4619,3426374,45554,4610,0,10116,101211,4363889,532242,4.28,27.76,21.48,937515,430143,695552
1437 勤益,12/31/2010,5547,3709798,159432,4920,30595,7308,101352,4574611,529091,6.19,20.67,18.9,864813,444225,704285
1437 勤益,12/30/2011,2814,3556991,-127080,2230,0,8992,38691,4422502,719958,-0.84,21.23,19.57,865511,633372,430835
1471 首利,12/28/1999,1016,1428593,118089,7683,0,37864,152796,2497643,1457145,9.58,23.27,42.8,1069050,782689,975727
1471 首利,12/30/2000,603,1308974,-99012,8247,0,56283,554117,3044274,1360985,2.23,21.55,57,1735300,1432334,1439541
1471 首利,12/31/2001,370,1226389,-92529,2470,0,63336,437129,2328959,1253224,2.13,21.55,47.34,1102570,856074,871393
1471 首利,12/31/2002,860,1248453,19151,3298,0,24696,122213,2278663,1411065,5.4,21.55,45.21,1030210,906169,673848
1471 首利,12/31/2003,2354,1323818,71602,7307,0,7049,316301,1904713,89817,4.45,24.15,30.5,580895,580525,1631700
1471 首利,12/31/2004,2401,1441889,118071,16947,0,468,470097,2417569,315904,8.24,24.15,40.36,975680,973343,1769877
1471 首利,12/30/2005,6100,1729014,271440,25364,0,1465,283580,3016944,332607,14.95,0.04,42.69,1287930,1276053,2107183
1471 首利,12/29/2006,5090,1626673,-129551,18933,0,6018,429685,3280039,307928,-0.28,0.04,50.41,1653366,1646317,2410547
1471 首利,12/31/2007,4100,2242974,22740,22413,0,11327,555277,3824040,421324,2.63,0.03,41.35,1581066,1574485,2751542
1471 首利,12/31/2008,1423,1985280,-293095,14882,0,13801,343731,2947780,361172,-2.61,19.87,32.65,962500,946362,1616412
1471 首利,12/31/2009,6785,2622310,192602,10417,0,5270,464703,4347379,346164,7.02,24.05,39.68,1725069,1722049,2474236
1471 首利,12/31/2010,4049,2850036,-127944,12485,0,1350,478542,4038992,259783,-1.04,18.17,29.44,1188956,1186189,1920893
1471 首利,12/30/2011,2034,2887337,-95403,9297,0,121,297673,3844193,199897,-0.75,17.54,24.89,956856,954281,1701476
1582 信錦,12/31/2007,4606,1403948,376761,20857,249000,246,41390,1692687,131718,33.77,27.26,17.06,288739,129512,561690
1582 信錦,12/31/2008,5825,3554348,338773,29004,405506,1219,78544,4283880,142881,15.51,6.48,17.03,729532,314075,381949
1582 信錦,12/31/2009,11439,3815231,769484,50522,611305,5217,109724,5081803,125693,17.99,25.89,24.92,1266572,818543,448429
1582 信錦,12/31/2010,6686,3496934,523123,75641,476143,13073,140392,5047033,122255,10.49,21.42,30.71,1550099,1162487,544965
1582 信錦,12/30/2011,4427,3944667,505382,72648,409915,25363,107021,6001085,115874,11.36,19.29,34.27,2056418,1116897,881908
2059 川湖,12/30/2005,10919,1391268,516126,24809,221712,1711,613269,1740352,507046,45.55,17.24,20.06,349084,298765,1225380
2059 川湖,12/29/2006,11141,1706937,561600,31714,234920,835,869172,2108689,620316,40.9,17.74,19.05,401752,350735,1443775
2059 川湖,12/31/2007,13536,2185945,632757,43982,297505,22537,906913,3462615,597529,29.65,24.22,36.87,1276670,362644,1816168
2059 川湖,12/31/2008,6908,2656904,786135,77380,235512,25059,1471996,4037199,594288,28.3,24.65,34.19,1380295,465800,2320070
2059 川湖,12/31/2009,15162,3230874,648442,85251,438667,26513,1828798,4973611,545260,18.94,24.28,35.04,1742737,1254566,2615516
2059 川湖,12/31/2010,13587,3574165,704450,69430,506661,35963,2086236,5261653,498402,17.74,22.08,32.07,1687488,381312,2751240
2059 川湖,12/30/2011,13271,3975995,898169,66895,415449,36263,2043319,5668906,481243,19.68,25.69,29.86,1692911,1629605,2854874
2301 光寶科,12/30/1995,6899,2184986,633439,88037,73920,96453,559730,7039986,234165,16.07,14.68,68.96,4855000,4814738,5867870
2301 光寶科,12/31/1996,12233,5968099,782309,147217,0,186354,1412164,10531949,413166,12.3,19.93,43.33,4563850,2737387,7697608
2301 光寶科,12/31/1997,19827,7005137,1086301,301740,166253,272575,3350566,19325736,1490929,6.17,15.02,63.75,12320599,5750079,13410931
2301 光寶科,12/31/1998,11152,7965088,-1051002,232791,0,587067,4172638,19266636,938879,-0.35,12.25,58.66,11301548,5758320,11982234
2301 光寶科,12/28/1999,16580,8590280,601438,182176,0,496295,1377251,18259122,936414,5.75,12.25,52.95,9668842,4717569,8744879
2301 光寶科,12/30/2000,12862,11219489,3022034,208502,282700,472339,5910816,26191754,1099845,11.1,17,57.16,14972265,8892745,13353779
2301 光寶科,12/31/2001,32348,14041077,2350332,310438,962935,521795,7826608,31291444,1237896,10.22,23.14,55.13,17250367,14066794,17390233
2301 光寶科,12/31/2002,74659,40869523,5126750,818646,2648159,268132,8294860,68418546,7387659,10.31,7.15,40.27,27549023,25926702,34501324
2301 光寶科,12/31/2003,80916,44471901,7280863,1873467,3124297,154189,10840163,80794717,4022951,9.02,15.1,44.96,36322816,31469410,45884378
2301 光寶科,12/31/2004,85161,47738847,7557177,2031020,5006440,257446,20056897,90447203,3349498,9.48,10.06,47.22,42708356,32153335,55045878
2301 光寶科,12/30/2005,117359,52850386,8732358,2171642,6626205,181376,20918426,100091531,2820418,10.29,14.4,47.2,47241145,43143634,63366832
2301 光寶科,12/29/2006,128102,62950956,8401959,1974739,6984407,547325,21103215,105707970,3257387,10.34,16.15,40.45,42757014,39708265,60356002
2301 光寶科,12/31/2007,123400,61592791,8490217,1764450,6431638,580600,1621592,119656140,3522541,9.04,9.7,48.53,58063349,43488780,47423492
2301 光寶科,12/31/2008,47857,57790409,4419433,1274662,3080773,640063,6587220,104712477,3170224,4.8,25.04,44.81,46922068,29423246,32989688
2301 光寶科,12/31/2009,108706,64243062,7051841,1047373,5021541,315742,6198826,112748592,6010989,7.22,19.23,43.02,48505530,32874130,38700140
2301 光寶科,12/31/2010,91620,68346563,8986457,1292289,6469637,279608,6323605,116127765,5625858,8.85,12.98,41.15,47781202,35332624,39611328
2301 光寶科,12/30/2011,78770,68927222,7225925,1422138,5174335,291441,9750349,113485357,5382464,7.3,13.98,39.26,44558135,27852422,34785028
2302 麗正,12/28/1991,2618,889948,-147051,20844,0,45253,8712,1754871,235815,-4.96,0,49.29,864923,794192,1115570
2302 麗正,12/29/1992,1294,747705,-144519,14676,0,45518,10800,1554169,152846,-4.99,0,51.89,806464,771370,925600
2302 麗正,12/31/1993,1875,882685,1603,10838,0,48828,24344,1557672,229793,2.21,2.35,43.33,674987,588748,751002
2302 麗正,12/31/1994,3999,959902,59686,7950,0,36054,5621,1360365,204036,6.42,0,29.44,400463,321756,583818
2302 麗正,12/30/1995,1628,688024,-333834,8320,0,20992,7536,1330363,200507,-14.37,0,48.28,642339,553945,522989
2302 麗正,12/31/1996,1399,448956,-250716,10241,0,29312,2034,1060023,212372,-1.99,0,57.65,611067,477984,152300
2302 麗正,12/31/1997,1232,424666,54857,9120,0,24317,6817,1256122,297734,4.38,12.74,66.19,831456,717209,367573
2302 麗正,12/31/1998,4846,2424051,292786,14221,32166,15116,25295,3188419,835813,13.55,11.03,23.97,764368,656228,849885
2302 麗正,12/28/1999,7636,4994794,289685,17979,83785,53137,501789,6183400,1501792,8.75,4.28,19.22,1188606,1051292,1622408
2302 麗正,12/30/2000,1279,4958755,6869,12364,0,37427,513849,5915141,1378757,3.61,3.68,16.17,956386,833088,2211532
2302 麗正,12/31/2001,1842,5008627,-69403,11267,0,21569,188717,5916999,1394934,2.33,3.69,15.35,908372,798354,1822681
2302 麗正,12/31/2002,1717,4117831,-944761,8400,0,17932,32201,4975478,1300644,-15.97,3.68,17.24,857647,738104,1418564
2302 麗正,12/31/2003,1592,3644094,-437815,7130,0,11235,27781,4520685,1206456,-7.66,3.88,19.39,876591,761224,1276781
2302 麗正,12/31/2004,990,2970198,-579208,9137,0,9455,30726,3795423,1053789,-9.84,3.68,21.74,825225,676898,569107
2302 麗正,12/30/2005,1018,3145943,3089,9446,0,12584,39963,3903335,1030075,1.8,0,19.4,757392,429627,455174
2302 麗正,12/29/2006,2258,2447059,-838975,8400,0,10444,15355,3153116,1014544,-22.16,10.56,22.39,706057,383507,296752
2302 麗正,12/31/2007,989,1954300,-550500,8466,0,7507,21618,2650010,839791,-12.91,10.58,26.25,695710,364247,285856
2302 麗正,12/31/2008,434,1827133,-299433,4612,0,6578,101158,2419235,833674,-11.02,17.13,24.47,592102,367671,242903
2302 麗正,12/31/2009,1110,1808856,4942,1016,0,2845,13304,2275077,829877,0.92,24.85,20.49,466221,271762,116528
2302 麗正,12/31/2010,1190,1784052,39554,1580,7866,1125,13252,2300359,910879,2.2,39.18,22.44,516307,277504,137073
2302 麗正,12/30/2011,608,1757314,-80133,2106,0,706,8178,2263513,920257,-3.13,29.33,22.36,506199,328592,112404
2303 聯電,12/28/1991,16286,6553471,601207,469148,0,255371,1864303,10293380,4574814,17.99,0,36.33,3739909,1855311,5064718
2303 聯電,12/29/1992,18237,8762628,1227832,520325,479925,173007,3284628,12317616,4861084,21.86,0,28.86,3554988,1905647,6326352
2303 聯電,12/31/1993,55988,10668529,2458025,1007527,359284,143919,3663520,15065956,5356842,25.96,0,29.19,4397427,2885077,7569634
2303 聯電,12/31/1994,101147,19139408,6492708,1095311,404960,367489,11546030,28151819,7836810,38.07,0,32.01,9012411,2898361,16657204
2303 聯電,12/30/1995,87956,31866162,13440682,1508771,0,297579,11123303,47875521,16781041,37.22,0,33.44,16009359,5926158,19672466
2303 聯電,12/31/1996,105399,46507700,7646896,1812330,0,901398,14013498,66638344,22057420,16.97,2.32,30.21,20130644,6996309,26079437
2303 聯電,12/31/1997,263536,66762869,9739552,1759620,0,951196,19046750,87385205,23503948,13.92,6.39,23.6,20622336,8818905,29820936
2303 聯電,12/31/1998,220852,76536749,4407021,1933715,0,1647178,25251034,104037448,25386540,8.27,8.24,26.43,27500699,8384035,33964353
2303 聯電,12/28/1999,743462,119311648,10497892,2674143,0,989357,11083601,146139041,36728053,12.03,8.51,18.36,26827393,17190521,20549107
2303 聯電,12/30/2000,538011,238001653,50780378,5953962,0,2343013,54107647,311128263,152181162,30.85,11.1,23.5,73126610,35853347,82785436
2303 聯電,12/31/2001,680120,233465699,-3157302,8580775,0,2488239,58517186,317384945,155211838,6.06,10.85,26.44,83919246,26936406,77251780
2303 聯電,12/31/2002,326519,217433363,7072032,7031971,0,1418142,57192459,297332646,146075886,9.11,11,26.87,79899283,20949418,86658337
2303 聯電,12/31/2003,469695,232241924,14020257,5696767,0,1234134,92865557,320113838,117184749,12.27,16.35,27.45,87871914,32751363,122306834
2303 聯電,12/31/2004,364735,266382754,31843381,6524176,1758736,1179145,83347329,329563491,137355251,15.47,15.36,19.17,63180737,23277031,110373653
2303 聯電,12/30/2005,368181,258283553,7026692,8358430,7161267,918173,96596623,326221237,149809616,14.2,14.29,20.83,67937684,28303962,128267746
2303 聯電,12/29/2006,387429,291164871,32619313,9237616,12461529,630738,83394802,355228793,142647435,15.99,14.47,18.03,64063922,30060546,118430216
2303 聯電,12/31/2007,266272,236466889,16961762,9487543,9382647,162316,37452629,290762567,129814652,15.71,16.66,18.67,54295678,43058875,68252759
2303 聯電,12/31/2008,96499,184676169,-22320075,8199247,0,61418,36123738,207988236,100443170,11.15,18.63,11.21,23312067,11628678,54614570
2303 聯電,12/31/2009,223389,213598321,3874028,8036567,6233002,56438,52792105,251890190,87472086,16.3,19.43,15.2,38291869,34028756,88293083
2303 聯電,12/31/2010,211702,219337283,23898905,8578977,14033575,1280,32934638,263360891,118352111,21.44,15.49,16.72,44023608,39639546,70535220
2303 聯電,12/30/2011,166171,207737087,10609695,8976209,6316435,125499,30829409,258293330,130950804,15.74,15.37,19.57,50556243,31748618,60765171
2305 全友,12/28/1991,7581,2143038,259634,108532,0,36035,1312974,3684908,339894,11.85,0,41.84,1541870,793992,2904519
2305 全友,12/29/1992,5132,2188231,54767,100405,0,106573,1070528,3233595,497925,5.86,0,32.33,1045364,215100,2048592
2305 全友,12/31/1993,9199,2426442,221435,95698,82882,83163,982986,3738460,506683,17.74,0,35.1,1312018,406171,2351767
2305 全友,12/31/1994,7425,2460239,124456,100412,0,85612,1031978,3871288,476722,5.94,0,36.45,1411049,397021,1875005
2305 全友,12/30/1995,7436,2870947,380192,183605,0,94084,618281,4881682,496296,10.65,0,41.19,2010735,744043,2309921
2305 全友,12/31/1996,11058,3545353,686885,293521,0,66700,346045,4473976,529388,16.9,18.67,20.76,928623,676873,1587535
2305 全友,12/31/1997,12563,4678882,614979,341824,0,67721,776358,7020552,676450,11.82,15.37,33.35,2341670,1259251,2676907
2305 全友,12/31/1998,7592,3747034,-489568,424952,0,143544,697478,7029124,449413,-6.65,17.02,46.69,3282090,987685,2327595
2305 全友,12/28/1999,7717,3819081,-1116614,354126,0,177345,496051,6552898,391902,-21.28,20.32,41.72,2733817,1022461,2120641
2305 全友,12/30/2000,3019,3663684,228858,260461,0,138847,936829,5907585,333550,-7.24,19.06,37.98,2243901,1242051,2179546
2305 全友,12/31/2001,4063,2753086,-1479675,123791,0,128327,452871,5706319,246538,-23.13,19.06,51.75,2953233,2373934,2457914
2305 全友,12/31/2003,1912,2457682,-257899,169629,0,54733,261473,4823871,210041,-3.44,18.25,49.05,2366189,1731478,1798340
2305 全友,12/31/2004,1038,1737461,-593807,144004,0,51798,101838,3646488,213422,-9.67,14.46,52.35,1909027,1388384,1117029
2305 全友,12/30/2005,958,1645916,-186975,115697,0,37257,131736,2817101,205352,-5.72,15.33,41.57,1171185,914438,451249
2305 全友,12/29/2006,1233,1666717,10087,101460,0,30050,29455,2636255,174950,2.76,17.18,36.78,969538,829589,279702
2305 全友,12/31/2007,1028,1611949,2708,64914,0,17932,55920,1966681,132801,1.84,16.08,18.04,354732,278135,340082
2305 全友,12/31/2008,489,1471601,-185780,51786,0,5194,87217,1904398,118960,-8.08,17.71,22.73,432797,234864,390631
2305 全友,12/31/2009,1046,1196318,-270513,62229,0,4408,47677,1616012,112327,-12.64,19.36,25.97,419694,282117,202154
2305 全友,12/31/2010,1036,1085172,-98363,71221,0,6039,55275,1425277,112225,-5.31,19.02,23.86,340105,320052,122231
2305 全友,12/30/2011,742,1193250,51347,85449,0,8234,31186,1595984,86275,5.34,19.32,25.23,402734,392148,98063
2308 台達電,12/28/1991,6037,1939310,174661,124352,0,35993,445736,3570917,1066356,11.87,34.23,45.69,1631607,951354,2049299
2308 台達電,12/29/1992,6674,2436397,366592,89052,0,49324,410580,4278058,1198512,14.63,34.23,43.05,1841661,1240952,2551431
2308 台達電,12/31/1993,15344,3591665,736485,136344,0,36836,684840,5412344,1004761,18.71,33.64,33.64,1820679,1637335,3383006
2308 台達電,12/31/1994,18788,4299554,676673,182200,0,11507,531058,6584068,989901,14.21,31.53,34.7,2284514,2136803,4342500
2308 台達電,12/30/1995,12507,5631155,1291984,392407,149314,25255,645651,8269394,1348387,18.53,31.2,31.9,2638239,2129272,4822833
2308 台達電,12/31/1996,26064,7039424,1512040,594919,195132,43910,698134,11479469,1990577,17.1,30.8,38.68,4440045,3816669,5528642
2308 台達電,12/31/1997,58071,11507279,2305673,830875,711471,221262,3260542,17958591,2263454,20.66,29.95,35.92,6451312,3363142,8763988
2308 台達電,12/31/1998,58030,13343057,2235371,1248615,1231513,156601,1914434,19942173,2822371,15.78,28.57,33.09,6599116,3106395,6720764
2308 台達電,12/28/1999,99896,20256444,3647886,1610416,1499867,158788,2312296,29328539,3446552,15.97,25.8,30.93,9072095,6281501,9869528
2308 台達電,12/30/2000,98785,25014525,5213470,1976781,2147885,70444,7290727,43952817,3969421,15.29,25.23,43.09,18938292,11833185,16113146
2308 台達電,12/31/2001,71962,27563356,3584564,1905327,1486825,110706,4661998,46221106,3171943,8.89,24.8,40.37,18657750,15260718,14704002
2308 台達電,12/31/2002,56347,30134082,4275671,1928361,2775758,109904,980185,49521540,3044235,10.09,24.45,39.15,19387458,15795229,15072960
2308 台達電,12/31/2003,64391,31681502,5215373,2212681,3330614,65965,5778174,55760952,3012928,9.28,24.07,43.18,24079450,14222946,19817110
2308 台達電,12/31/2004,88814,33123793,6661698,2232969,4018467,58355,5467832,56290949,3505493,11.37,23.59,41.16,23167156,14260515,24762783
2308 台達電,12/30/2005,123184,43399551,7552940,2434027,5521267,102262,5768692,66286957,4179000,12.89,12.11,34.53,22887406,20062966,28520789
2308 台達電,12/29/2006,206791,49819918,11330841,2880029,8862495,4385,7634603,66747281,4348514,19.78,35.04,25.36,16927363,12891439,17520841
2308 台達電,12/31/2007,233812,59780853,15061305,1956419,11585295,140,6538089,83335108,4146476,22.48,33.57,28.26,23554255,18196549,16893738
2308 台達電,12/31/2008,138750,58343464,10250915,509602,7647640,14123,2282423,81744359,4451199,14.83,33.1,28.63,23400895,16921656,10136114
2308 台達電,12/31/2009,225730,63301089,11657475,553580,10012755,42829,1430136,91100525,3873808,14.45,33.92,30.52,27799436,19108654,9768309
2308 台達電,12/31/2010,341298,75831462,15754207,273643,12480034,50452,1116442,103745599,4612953,17.01,34.17,26.91,27914137,13804424,9478619
