3950,23電子.csv
公司,年,市值(百萬元),dmv1,dmv2,股東權益總額,dna1,dna2,本期稅後淨利,de1,de2,營業費用─研究發展,rd1,rd2,普通股─現金股利,dd1,dd2,利息支出,di1,di2,現金及約當現金,dcash,資產總額,固定資產,ROA(C)稅前息前折舊前,ROAP,十大股東持股(不含董監)%,GOVP,負債比率％,負債總額,流動負債,流動資產
,,,dmv1,dmv2,,dna1,dna2,,de1,de2,,rd1,rd2,,dd1,dd2,,di1,di2,,dcash,,,,ROAP,,GOVP,,,,
2356 英業達,12/31/2002,36883,-8454,-3567,25543334,1512363,4491404,3349931,-427289,-486883,953315,64534,-73586,917500,-743200,229570,550,-17026,-316474,7725918,-2603109,42179902,1832131,11.39,14.92,11.74,14.32,39.44,16636568,15876731,27689506
2356 英業達,12/31/2003,39709,2826,-5628,28510336,2967002,4479365,4248200,898269,470980,1340614,387299,451833,2431200,1513700,770500,471,-79,-17105,8993432,1267514,52183567,1595393,8.05,11.39,26.52,11.74,45.37,23673231,22824594,38084277
2356 英業達,12/31/2004,34619,-5090,-2264,28055751,-454585,2512417,2424167,-1824033,-925764,1411377,70763,458062,1495900,-935300,578400,25174,24703,24624,4106164,-4887268,54226049,1579789,4.7,8.05,26.27,26.52,48.26,26170298,25713326,40472412
2356 英業達,12/30/2005,48856,14237,9147,30585559,2529808,2075223,3253775,829608,-994425,1600756,189379,260142,1764560,268660,-666640,83790,58616,83319,2041808,-2064356,80873317,1674599,5.53,4.7,27.3,26.27,62.18,50287758,49776058,64623851
2356 英業達,12/29/2006,65923,17067,31304,34311697,3726138,6255946,5637846,2384071,3213679,2185274,584518,773897,3451500,1686940,1955600,145554,61764,120380,1353181,-688627,76949263,1693088,8.86,5.53,24.51,27.3,55.41,42637566,42071971,60684063
2356 英業達,12/31/2007,45642,-20281,-3214,36494654,2182957,5909095,5637615,-231,2383840,2734305,549031,1133549,3156140,-295360,1391580,0,-145554,-83790,2276065,922884,85811517,3718198,8.59,8.86,25.39,24.51,57.47,49316863,48734405,66306069
2356 英業達,12/31/2008,23689,-21953,-42234,38584605,2089951,4272908,5335433,-302182,-302413,3695107,960802,1509833,2561000,-595140,-890500,290492,290492,144938,1024235,-1251830,105985301,4738824,7.32,8.59,27.02,25.39,63.59,67400696,58625919,83723456
2356 英業達,12/31/2009,54171,30482,8529,40472346,1887741,3977692,4612739,-722694,-1024876,3878782,183675,1144477,2821426,260426,-334714,107093,-183399,107093,1451761,427526,122982249,5886878,5.68,7.32,23.24,27.02,67.09,82509903,73639460,98319499
2356 英業達,12/31/2010,48881,-5290,25192,40564789,92443,1980184,3482413,-1130326,-1853020,4329621,450839,634514,2962497,141071,401497,143898,36805,-146594,1116974,-334787,103621841,5888847,5.27,5.68,24.29,23.24,60.85,63057052,56278452,76231241
2356 英業達,12/30/2011,38474,-10407,-15697,48381431,7816642,7909085,2425354,-1057059,-2187385,4765337,435716,886555,1039847,-1922650,-1781579,196451,52553,89358,1447346,330372,116100436,5149075,3.96,5.27,20.89,24.29,58.33,67719005,57600241,77207601
2357 華碩,12/31/1996,34680,NA,NA,6650488,NA,NA,3808192,NA,NA,197427,NA,NA,0,NA,NA,3225,NA,NA,5380254,NA,8585823,962221,62.86,NA,0,NA,22.54,1935335,1912656,7307425
2357 華碩,12/31/1997,166991,132311,NA,19717073,13066585,NA,7038367,3230175,NA,313500,116073,NA,0,0,NA,2683,-542,NA,15561093,10180839,23392867,2549310,46.35,62.86,0,0.0,15.71,3675794,3620829,20148581
2357 華碩,12/31/1998,244863,77872,210183,31088415,11371342,24437927,11574950,4536583,7766758,475135,161635,277708,2440500,2440500,2440500,6401,3718,3176,25415504,9854411,35749032,2963783,39.49,46.35,0,0.0,13.04,4660617,4583356,30849455
2357 華碩,12/28/1999,379458,134595,212467,42223456,11135041,22506383,14284749,2709799,7246382,639808,164673,326308,2751360,310860,2751360,13504,7103,10821,29776785,4361281,48645503,3164377,35.39,39.49,13.3,0.0,13.2,6422047,6301475,40470420
2357 華碩,12/30/2000,152009,-227449,-92854,54161156,11937700,23072741,15645549,1360800,4070599,1060484,420676,585349,3917760,1166400,1477260,12127,-1377,5726,34569821,4793036,63536066,5225096,29.29,35.39,8.23,13.3,14.76,9374910,9170188,49146937
2357 華碩,12/31/2001,302462,150453,-76996,65604378,11443222,23380922,16189481,543932,1904732,1419868,359384,780060,7907520,3989760,5156160,11077,-1050,-2427,31869484,-2700337,76564293,6837049,23.64,29.29,6.53,8.23,14.31,10959915,10713358,55711095
2357 華碩,12/31/2002,121931,-180531,-30078,66448936,844558,12287780,10027704,-6161777,-5617845,1844099,424231,783615,2498600,-5408920,-1419160,12832,1755,705,21193123,-10676361,77902697,7634222,14.56,23.64,10.65,6.53,14.7,11453761,11005622,46101838
2357 華碩,12/31/2003,171130,49199,-131332,74527132,8078196,8922754,11570336,1542632,-4619145,2238877,394778,819009,3422610,924010,-4484910,5923,-6909,-5154,11872128,-9320995,89604891,8139182,15.35,14.56,17.33,10.65,16.83,15077759,14064536,38216733
2357 華碩,12/31/2004,215721,44591,93790,83070469,8543337,16621533,15098926,3528590,5071222,3090858,851981,1246759,3829371,406761,1330771,4632,-1291,-8200,12863923,991795,110744321,9047880,16.47,15.35,19.68,17.33,24.99,27673852,16798888,50357809
2357 華碩,12/30/2005,295376,79655,124246,109334844,26264375,34807712,15277112,178186,3706776,4236322,1145464,1997445,3040064,-789307,-382546,1621,-3011,-4302,10574152,-2289771,204869116,8720196,11.37,16.47,19.4,19.68,46.63,95534272,84294984,117694105
2357 華碩,12/29/2006,303910,8534,88189,132466895,23132051,49396426,19221335,3944223,4122409,5473513,1237191,2382655,5118124,2078060,1288753,35697,34076,31065,10791836,217684,299130287,8958559,9.8,11.37,17.67,19.4,55.72,166663392,153025476,191989157
2357 華碩,12/31/2007,363142,59232,67766,159328567,26861672,49993723,27283328,8061993,12006216,6717254,1243741,2480932,9351630,4233506,6311566,540801,505104,539180,9174219,-1617617,300475450,8582153,11.75,9.8,16.01,17.67,46.97,141146883,122013748,184002080
2357 華碩,12/31/2008,156254,-206888,-147656,167286618,7958051,34819723,16456567,-10826761,-2764768,5042978,-1674276,-430535,8439852,-911778,3321728,312301,-228500,276604,10778309,1604090,220574214,4710986,8,11.75,15.84,16.01,24.16,53287596,50793105,94196563
2357 華碩,12/31/2009,262450,106196,-100692,173183977,5897359,13855410,12479066,-3977501,-14804262,3967382,-1075596,-2749872,8918232,478380,-433398,101497,-210804,-439304,16402090,5623781,228929679,4273269,6.37,8.0,18.35,15.84,24.35,55745702,52939062,99144691
2357 華碩,12/31/2010,173683,-88767,17429,106043660,-67140317,-61242958,16488357,4009291,31790,3823712,-143670,-1219266,8638233,-279999,198381,81045,-20452,-231256,25414890,9012800,167730600,4269103,10.01,6.37,18.45,18.35,36.78,61686940,57719960,110079794
2357 華碩,12/30/2011,162219,-11464,-100231,114948250,8904590,-58235727,16578159,89802,4099093,4924199,1100487,956817,10915024,2276791,1996792,47099,-33946,-54398,16608239,-8806651,182737912,3937811,12.14,10.01,14.02,18.45,37.1,67789662,61689874,112832696
2358 美格,12/31/1996,7209,NA,NA,3172071,NA,NA,281124,NA,NA,159500,NA,NA,0,NA,NA,236870,NA,NA,1376757,NA,8241250,628637,6.7,NA,15.77,NA,61.51,5069179,4706290,7140381
2358 美格,12/31/1997,8204,995,NA,4962721,1790650,NA,285128,4004,NA,168734,9234,NA,0,0,NA,212260,-24610,NA,858691,-518066,10803418,626723,6.09,6.7,11.58,15.77,54.06,5840697,5436059,9561057
2358 美格,12/31/1998,6782,-1422,-427,3790983,-1171738,618912,-989780,-1274908,-1270904,191121,22387,31621,0,0,0,234270,22010,-2600,1359555,500864,9467268,585638,-8.12,6.09,9.73,11.58,59.96,5676285,5027961,7978179
2358 美格,12/28/1999,2241,-4541,-5963,2215869,-1575114,-2746852,-1674614,-684834,-1959742,136392,-54729,-32342,0,0,0,223903,-10367,11643,325906,-1033649,6162107,381331,-18.3,-8.12,9.73,9.73,64.04,3946238,3365049,4527758
2358 美格,12/30/2000,685,-1556,-6097,1235735,-980134,-2555248,-1013590,661024,-23810,93030,-43362,-98091,0,0,0,154320,-69583,-79950,288343,-37563,3892156,127704,-17.81,-18.3,18.73,9.73,68.25,2656421,2616003,1720465
2358 美格,12/31/2001,234,-451,-2007,243697,-992038,-1972172,-944934,68656,729680,39669,-53361,-96723,0,0,0,79234,-75086,-144669,72104,-216239,1831747,67030,-29.61,-17.81,18.73,18.73,86.7,1588050,1409499,582439
2358 美格,12/31/2002,434,200,-251,464773,221076,-770962,-184161,760773,829429,7521,-32148,-85509,0,0,0,46668,-32566,-107652,199274,127170,1772825,6651,-7.48,-29.61,7.89,18.73,73.78,1308052,719382,815911
2358 美格,12/31/2003,929,495,695,476498,11725,232801,28391,212552,973325,8747,1226,-30922,0,0,0,32436,-14232,-46798,26876,-172398,1586669,6065,3.33,-7.48,34.99,7.89,69.97,1110171,701950,752282
2358 美格,12/31/2004,715,-214,281,519155,42657,54382,26925,-1466,211086,14066,5319,6545,0,0,0,5939,-26497,-40729,38888,12012,1098590,3725,3.34,3.33,27.36,34.99,52.74,579435,553868,501143
2358 美格,12/30/2005,446,-269,-483,535286,16131,58788,14300,-12625,-14091,5339,-8727,-3408,0,0,0,1106,-4833,-31330,49650,10762,1189654,2218,2.56,3.34,33.2,27.36,55,654368,641894,689322
2358 美格,12/29/2006,906,460,191,543044,7758,23889,9766,-4534,-17159,5302,-37,-8764,0,0,0,954,-152,-4985,70618,20968,955808,844,2.9,2.56,18.29,33.2,43.18,412764,400193,659690
2358 美格,12/31/2007,468,-438,22,562908,19864,27622,16377,6611,2077,5341,39,2,0,0,0,0,-954,-1106,68942,-1676,781147,267,4.87,2.9,18.29,18.29,27.94,218239,203519,439429
2358 美格,12/31/2008,191,-277,-715,579660,16752,36616,19524,3147,9758,5606,265,304,0,0,0,0,0,-954,84008,15066,710543,165,4.56,4.87,21.72,18.29,18.42,130883,117063,394775
2358 美格,12/31/2009,1196,1005,728,658289,78629,95381,84745,65221,68368,2261,-3345,-3080,0,0,0,133,133,133,101073,17065,693537,741,15.17,4.56,19.68,21.72,5.08,35248,21917,380354
2358 美格,12/31/2010,734,-462,543,683948,25659,104288,27517,-57228,7993,3500,1239,-2106,0,0,0,61,-72,61,128833,27760,715451,343,6.23,15.17,33.15,19.68,4.4,31503,31180,305865
2358 美格,12/30/2011,558,-176,-638,660217,-23731,1928,-22908,-50425,-107653,4200,700,1939,0,0,0,64,3,-69,145021,16188,672474,27003,-2.89,6.23,27.01,33.15,1.82,12257,11827,343307
2359 所羅門,12/31/1996,4748,NA,NA,1302923,NA,NA,230351,NA,NA,61916,NA,NA,0,NA,NA,84265,NA,NA,16827,NA,3104467,608110,9.23,NA,14.47,NA,58.03,1801544,1538145,1752886
2359 所羅門,12/31/1997,9520,4772,NA,3663177,2360254,NA,121987,-108364,NA,48964,-12952,NA,0,0,NA,161525,77260,NA,44297,27470,7192381,634475,5.07,9.23,17.8,14.47,49.07,3529204,3006928,3957793
2359 所羅門,12/31/1998,6730,-2790,1982,4359118,695941,3056195,-361690,-483677,-592041,38007,-10957,-23909,0,0,0,177449,15924,93184,19983,-24314,8544311,1088643,-3.57,5.07,13.76,17.8,48.98,4185193,2988380,3298641
2359 所羅門,12/28/1999,11152,4422,1632,5022994,663876,1359817,386108,747798,264121,40443,2436,-8521,0,0,0,180302,2853,18777,43300,23317,8891129,1359368,0.81,-3.57,13.76,13.76,43.51,3868135,3487645,2651349
2359 所羅門,12/30/2000,4477,-6675,-2253,5816726,793732,1457608,648436,262328,1010126,36237,-4206,-1770,0,0,0,230001,49699,52552,106807,63507,10877160,1682977,-0.95,0.81,10.74,13.76,46.52,5060434,4085142,3625336
2359 所羅門,12/31/2001,6206,1729,-4946,4937050,-879676,-85944,-812232,-1460668,-1198340,18314,-17923,-22129,0,0,0,235667,5666,55365,40591,-66216,10118984,862610,-6.42,-0.95,5.78,10.74,51.21,5181934,3985734,3443084
2359 所羅門,12/31/2002,3009,-3197,-1468,3799676,-1137374,-2017050,-1098687,-286455,-1747123,28166,9852,-8071,0,0,0,187186,-48481,-42815,49621,9030,8840542,755670,-9.75,-6.42,5.78,5.78,57.02,5040866,3997773,2473282
2359 所羅門,12/31/2003,4495,1486,-1711,3780198,-19478,-1156852,-57196,1041491,755036,65464,37298,47150,0,0,0,149887,-37299,-85780,87551,37930,8568562,743501,-2.02,-9.75,0,5.78,55.88,4788364,3842847,2739062
2359 所羅門,12/31/2004,2539,-1956,-470,3036417,-743781,-763259,-572756,-515560,525931,63486,-1978,35320,0,0,0,128884,-21003,-58302,60581,-26970,7565131,613396,-2,-2.02,0.17,0.0,59.86,4528714,3755788,2730479
2359 所羅門,12/30/2005,2369,-170,-2126,3106834,70417,-673364,-53796,518960,3400,25968,-37518,-39496,0,0,0,131224,2340,-18663,156040,95459,6853579,468931,0,-2.0,0.56,0.17,54.67,3746745,3139053,2868447
2359 所羅門,12/29/2006,3931,1562,1392,4110853,1004019,1074436,1002442,1056238,1575198,7459,-18509,-56027,0,0,0,109770,-21454,-19114,156090,50,6995296,291874,10.77,0.0,0,0.56,41.23,2884443,2486587,3365521
2359 所羅門,12/31/2007,7495,3564,5126,5853956,1743103,2747122,1522474,520032,1576270,16099,8640,-9869,0,0,0,94284,-15486,-36940,2396984,2240894,8182168,378863,3.61,10.77,0,0.0,28.45,2328212,2002205,4912281
2359 所羅門,12/31/2008,1475,-6020,-2456,4051935,-1802021,-58918,6553,-1515921,-995889,26166,10067,18707,0,0,0,36683,-57601,-73087,744469,-1652515,5558872,274916,3.9,3.61,16.94,0.0,27.11,1506937,1173955,1966523
2359 所羅門,12/31/2009,3046,1571,-4449,3780139,-271796,-2073817,152296,145743,-1370178,20634,-5532,4535,0,0,0,16192,-20491,-78092,1062048,317579,4673345,377503,1.17,3.9,6.74,16.94,19.11,893206,870765,1928324
2359 所羅門,12/31/2010,2708,-338,1233,3846579,66440,-205356,112393,-39903,105840,22224,1590,-3942,56417,56417,56417,3765,-12427,-32918,644354,-417694,4476129,341177,3.32,1.17,17.32,6.74,14.06,629550,565938,1728507
2359 所羅門,12/30/2011,1871,-837,-1175,3784968,-61611,4829,107772,-4621,-44524,18884,-3340,-1750,0,-56417,0,4123,358,-12069,477099,-167255,4489002,336404,3.38,3.32,21.81,17.32,15.68,704034,645893,1542192
2360 致茂,12/31/1996,3859,NA,NA,863260,NA,NA,183412,NA,NA,71570,NA,NA,0,NA,NA,299,NA,NA,40692,NA,990469,364771,23.97,NA,0,NA,12.84,127209,96523,548300
2360 致茂,12/31/1997,8405,4546,NA,1764662,901402,NA,263190,79778,NA,94523,22953,NA,0,0,NA,1865,1566,NA,396176,355484,1987823,437343,22.73,23.97,6.09,0.0,11.23,223161,174438,1117590
2360 致茂,12/31/1998,9849,1444,5990,2691946,927284,1828686,350061,86871,166649,125420,30897,53850,0,0,0,143,-1722,-156,519136,122960,2995975,825858,16.61,22.73,16.22,6.09,10.15,304029,250978,1540038
2360 致茂,12/28/1999,13998,4149,5593,3162669,470723,1398007,471732,121671,208542,151837,26417,57314,0,0,0,1563,1420,-302,275324,-243812,3924063,1455677,14.33,16.61,12.28,16.22,19.4,761394,702397,1397086
2360 致茂,12/30/2000,4670,-9328,-5179,3303153,140484,611207,403802,-67930,53741,226720,74883,101300,100679,100679,100679,11987,10424,11844,730105,454781,5375322,1580312,10.46,14.33,8.56,12.28,38.55,2072169,484772,2163925
2360 致茂,12/31/2001,6138,1468,-7860,3759533,456380,596864,354710,-49092,-117022,282254,55534,130417,117150,16471,117150,27457,15470,25894,350941,-379164,5340528,1581975,8.14,10.46,7.36,8.56,29.6,1580995,824307,2040168
2360 致茂,12/31/2002,5281,-857,611,4060226,300693,757073,454573,99863,50771,273196,-9058,46476,176883,59733,76204,34343,6886,22356,405270,54329,5950711,1523062,9.86,8.14,16.87,7.36,31.77,1890485,1302941,2677693
2360 致茂,12/31/2003,5935,654,-203,3869417,-190809,109884,490387,35814,135677,293969,20773,11715,303500,126617,186350,30768,-3575,3311,261205,-144065,6230049,1599979,10.17,9.86,15.95,16.87,37.89,2360632,1991207,2935085
2360 致茂,12/31/2004,7098,1163,1817,4241412,371995,181186,658869,168482,204296,304126,10157,30930,448650,145150,271767,20639,-10129,-13704,456218,195013,6694598,1904604,14.09,10.17,18.28,15.95,36.64,2453186,1904535,2977986
2360 致茂,12/30/2005,8913,1815,2978,4614874,373462,745457,813812,154943,323425,350388,46262,56419,577000,128350,273500,21968,1329,-8800,734914,278696,7141664,2062704,15.59,14.09,31.87,18.28,35.38,2526790,2061382,3565920
2360 致茂,12/29/2006,10825,1912,3727,4963445,348571,722033,1009604,195792,350735,384287,33899,80161,700000,123000,251350,16849,-5119,-3790,256054,-478860,6884951,2050652,17.67,15.59,29.47,31.87,27.91,1921506,1520202,2418368
2360 致茂,12/31/2007,19958,9133,11045,6390078,1426633,1775204,1537753,528149,723941,478009,93722,127621,1099800,399800,522800,19457,2608,-2511,428614,172560,8247682,2037281,26.12,17.67,27.4,29.47,22.52,1857604,1506147,3183983
2360 致茂,12/31/2008,6845,-13113,-3980,6056899,-333179,1093454,1104613,-433140,95009,557130,79121,172843,664300,-435500,-35700,16863,-2594,14,447006,18392,7734310,1986721,17.89,26.12,25.41,27.4,21.69,1677411,1454855,2831382
