3950,23電子.csv
公司,年,市值(百萬元),dmv1,dmv2,股東權益總額,dna1,dna2,本期稅後淨利,de1,de2,營業費用─研究發展,rd1,rd2,普通股─現金股利,dd1,dd2,利息支出,di1,di2,現金及約當現金,dcash,資產總額,固定資產,ROA(C)稅前息前折舊前,ROAP,十大股東持股(不含董監)%,GOVP,負債比率％,負債總額,流動負債,流動資產
,,,dmv1,dmv2,,dna1,dna2,,de1,de2,,rd1,rd2,,dd1,dd2,,di1,di2,,dcash,,,,ROAP,,GOVP,,,,
2477 美隆電,12/29/2006,6159,1868,329,3513034,138151,399915,281275,3673,-138732,92165,-9678,-17571,200722,54014,31222,814,-2317,-1835,173906,-32967,4844906,256402,6.88,8.2,24.83,19.93,27.49,1331872,954872,1649447
2477 美隆電,12/31/2007,6212,53,1921,4008506,495472,633623,646863,365588,369261,96449,4284,-5394,335129,134407,188421,45,-769,-3086,455994,282088,5205166,288939,13.76,6.88,27.02,24.83,22.99,1196660,837182,1976093
2477 美隆電,12/31/2008,1891,-4321,-4268,3686180,-322326,173146,-32660,-679523,-313935,105218,8769,13053,65703,-269426,-135019,69,24,-745,152931,-303063,4825582,186938,1.13,13.76,22.44,27.02,23.61,1139402,811133,1169198
2477 美隆電,12/31/2009,3863,1972,-2349,3583711,-102469,-424795,34975,67635,-611888,97523,-7695,1074,65703,0,-269426,37,-32,-8,150777,-2154,4705763,196372,0.31,1.13,17.7,22.44,23.84,1122052,814621,1182453
2477 美隆電,12/31/2010,4223,360,2332,3580092,-3619,-106088,265328,230353,297988,89841,-7682,-15377,210249,144546,144546,8,-29,-61,363110,212333,4659066,163966,3.89,0.31,18.33,17.7,23.16,1078974,806709,1366396
2477 美隆電,12/30/2011,2785,-1438,-1078,3266061,-314031,-317650,-307204,-572532,-342179,97471,7630,-52,0,-210249,-65703,7,-1,-30,147779,-215331,4584539,150190,-7.1,3.89,15.07,18.33,28.76,1318478,1097351,1194891
2478 大毅,12/28/1999,3171,NA,NA,970123,NA,NA,110450,NA,NA,7555,NA,NA,0,NA,NA,9190,NA,NA,91017,NA,1297562,459828,16.3,NA,18.02,NA,25.23,327439,224284,773677
2478 大毅,12/30/2000,2741,-430,NA,2451792,1481669,NA,431603,321153,NA,9324,1769,NA,31300,31300,NA,7652,-1538,NA,377722,286705,2950217,697427,27.38,16.3,15.71,18.02,16.89,498425,429731,1995501
2478 大毅,12/31/2001,3156,415,-15,2659409,207617,1689286,244101,-187502,133651,8281,-1043,726,0,-31300,0,4675,-2977,-4515,145154,-232568,2942000,854703,9.98,27.38,11.83,15.71,9.61,282591,241940,1763448
2478 大毅,12/31/2002,2503,-653,-238,2862875,203466,411083,220610,-23491,-210993,12178,3897,2854,56900,56900,25600,2057,-2618,-5595,223924,78770,3218350,960571,7.68,9.98,9.74,11.83,11.05,355475,337581,1911541
2478 大毅,12/31/2003,4114,1611,958,3088173,225298,428764,301783,81173,57682,31378,19200,23097,151440,94540,151440,125,-1932,-4550,84848,-139076,3513629,1020354,11.52,7.68,9.98,9.74,12.11,425456,413382,2029285
2478 大毅,12/31/2004,2553,-1561,50,3067162,-21011,204287,198925,-102858,-21685,52255,20877,40077,81600,-69840,24700,4,-121,-2053,301973,217125,3622701,949068,8.56,11.52,10.35,9.98,15.33,555539,542137,1901365
2478 大毅,12/30/2005,3436,883,-678,3189684,122522,101511,245725,46800,-56058,35339,-16916,3961,99610,18010,-51830,548,544,423,125141,-176832,3578411,763497,10.84,8.56,7.91,10.35,10.86,388727,374301,1713828
2478 大毅,12/29/2006,5948,2512,3395,3403812,214128,336650,301885,56160,102960,32926,-2413,-19329,31600,-68010,-50000,0,-548,-4,214124,88983,3829829,678066,12.06,10.84,25.86,7.91,11.12,426017,359215,1619974
2478 大毅,12/31/2007,4178,-1770,742,3563682,159870,373998,211095,-90790,-34630,38813,5887,3474,32966,1366,-66644,3345,3345,2797,210424,-3700,4358562,677341,8.56,12.06,21.34,25.86,18.24,794880,651093,1361578
2478 大毅,12/31/2008,2619,-1559,-3329,3717702,154020,313890,195856,-15239,-106029,48241,9428,15315,72833,39867,41233,6348,3003,6348,353476,143052,4528244,707804,9.18,8.56,34.43,21.34,17.9,810542,694486,1194605
2478 大毅,12/31/2009,9360,6741,5182,3897249,179547,333567,308964,113108,97869,36822,-11419,-1991,118668,45835,85702,2024,-4324,-1321,386966,33490,4618759,870303,11.16,9.18,29.28,34.43,15.62,721510,591202,1308334
2478 大毅,12/31/2010,7391,-1969,4772,4341923,444674,624221,533717,224753,337861,58479,21657,10238,214646,95978,141813,1966,-58,-4382,656794,269828,6030953,1601517,13.74,11.16,26.11,29.28,28.01,1689030,1250217,1961352
2478 大毅,12/30/2011,4115,-3276,-5245,4603069,261146,705820,227805,-305912,-81159,63915,5436,27093,70666,-143980,-48002,2819,853,795,348006,-308788,6276355,1723021,7.73,13.74,24.74,26.11,26.66,1673286,1171976,1934347
2480 敦陽科,12/30/2000,10746,NA,NA,1592036,NA,NA,634309,NA,NA,39035,NA,NA,83632,NA,NA,36612,NA,NA,452202,NA,3632266,336055,31.9,NA,5.32,NA,56.17,2040230,1553968,3035052
2480 敦陽科,12/31/2001,17588,6842,NA,2841163,1249127,NA,951789,317480,NA,73286,34251,NA,157515,73883,NA,49356,12744,NA,327605,-124597,6084481,655044,26.4,31.9,1.02,5.32,53.3,3243318,2796473,5095013
2480 敦陽科,12/31/2002,8231,-9357,-2515,3377288,536125,1785252,691473,-260316,57164,85335,12049,46300,200284,42769,116652,33018,-16338,-3594,522061,194456,6550438,660706,14.76,26.4,7.83,1.02,48.44,3173150,2081135,5531442
2480 敦陽科,12/31/2003,7145,-1086,-10443,3618576,241288,777413,460046,-231427,-491743,132251,46916,58965,336018,135734,178503,51346,18328,1990,830376,308315,6041009,661456,10.67,14.76,7.92,7.83,40.1,2422433,2388955,4970453
2480 敦陽科,12/31/2004,3501,-3644,-4730,3509842,-108734,132554,394442,-65604,-297031,157315,25064,71980,265901,-70117,65617,13926,-37420,-19092,278643,-551733,4880279,655926,9.05,10.67,6.13,7.92,28.08,1370437,1334126,3745853
2480 敦陽科,12/30/2005,3091,-410,-4054,3536411,26569,-82165,338325,-56117,-121721,192258,34943,60007,237095,-28806,-98923,6980,-6946,-44366,475466,196823,4754795,644210,9.21,9.05,5.66,6.13,25.62,1218384,1117826,3640135
2480 敦陽科,12/29/2006,3877,786,376,3590103,53692,80261,319545,-18780,-74897,169891,-22367,12576,265901,28806,0,9135,2155,-4791,855365,379899,4797334,548353,9.37,9.21,4.79,5.66,25.16,1207231,1105020,3731018
2480 敦陽科,12/31/2007,3445,-432,354,3609524,19421,73113,322908,3363,-15417,180276,10385,-11982,265900,-1,28805,9807,672,2827,1183733,328368,4864471,522960,9.72,9.37,8.38,4.79,25.8,1254947,1212529,3901638
2480 敦陽科,12/31/2008,1362,-2083,-2515,2635091,-974433,-955012,249766,-73142,-69779,215900,35624,46009,224686,-41214,-41215,3715,-6092,-5420,427479,-756254,3727450,513512,7.83,9.72,10.42,8.38,29.31,1092359,1055576,2702220
2480 敦陽科,12/31/2009,4241,2879,796,2682045,46954,-927479,266956,17190,-55952,232025,16125,51749,239311,14625,-26589,2322,-1393,-7485,651642,224163,3954987,513200,8.5,7.83,8.59,10.42,32.19,1272942,1218582,2936815
2480 敦陽科,12/31/2010,4081,-160,2719,2709067,27022,73976,276334,9378,26568,250015,17990,34115,248617,9306,23931,1814,-508,-1901,510977,-140665,3871457,490500,9.52,8.5,5.46,8.59,30.02,1162390,1139432,2746652
2480 敦陽科,12/30/2011,3137,-944,-1104,2735183,26116,53138,276724,390,9768,293727,43712,61702,252605,3988,13294,1241,-573,-1081,574363,63386,3998196,476745,10.16,9.52,2.6,5.46,31.59,1263013,1247411,2893725
2481 強茂,12/28/1999,4614,NA,NA,805136,NA,NA,213191,NA,NA,30741,NA,NA,0,NA,NA,28161,NA,NA,170854,NA,1849344,581153,20.9,NA,20.8,NA,56.46,1044208,809143,1116410
2481 強茂,12/30/2000,3202,-1412,NA,1866053,1060917,NA,333167,119976,NA,41249,10508,NA,37412,37412,NA,42756,14595,NA,314300,143446,3088428,820799,21.48,20.9,15.4,20.8,39.58,1222375,962780,1614745
2481 強茂,12/31/2001,3643,441,-971,2027719,161666,1222583,174162,-159005,-39029,40050,-1199,9309,0,-37412,0,71593,28837,43432,197733,-116567,4151035,1244913,9.23,21.48,17.25,15.4,51.15,2123316,805324,1609392
2481 強茂,12/31/2002,2983,-660,-219,2171811,144092,305758,174058,-104,-159109,46591,6541,5342,33501,33501,-3911,96431,24838,53675,179163,-18570,4648974,1267766,8.48,9.23,15.57,17.25,53.28,2477163,949960,1772407
2481 強茂,12/31/2003,4931,1948,1288,2852989,681178,825270,350773,176715,176611,70361,23770,30311,43984,10483,43984,96798,367,25205,191171,12008,6382198,1519802,10.34,8.48,8.97,15.57,55.3,3529209,1346871,2417069
2481 強茂,12/31/2004,3773,-1158,790,3097114,244125,925303,250468,-100305,76410,82822,12461,36231,32702,-11282,-799,98911,2113,2480,258261,67090,7291244,2040955,7.15,10.34,8.25,8.97,57.52,4194130,1820970,2674076
2481 強茂,12/30/2005,3177,-596,-1754,3171250,74136,318261,5568,-244900,-345205,65902,-16920,-4459,0,-32702,-43984,103336,4425,6538,162218,-96043,7425718,1891372,4.24,7.15,4.65,8.25,57.29,4254468,1335480,2732621
2481 強茂,12/29/2006,4574,1397,801,3836310,665060,739196,328018,322450,77550,52285,-13617,-30537,109720,109720,77018,89394,-13942,-9517,257355,95137,7109135,1597845,9.58,4.24,4.39,4.65,46.04,3272825,1097416,2541325
2481 強茂,12/31/2007,9343,4769,6166,5253019,1416709,2081769,392426,64408,386858,50766,-1519,-15136,52199,-57521,52199,69835,-19559,-33501,126942,-130413,8833922,2002181,8.5,9.58,11.4,4.39,40.54,3580903,1910088,2545184
2481 強茂,12/31/2008,3740,-5603,-834,5575834,322815,1739524,174981,-217445,-153037,53501,2735,1216,124387,72188,14667,99541,29706,10147,379459,252517,9857858,1811908,6.73,8.5,7.9,11.4,43.44,4282024,1476111,2287296
2481 強茂,12/31/2009,8762,5022,-581,5616156,40322,363137,70469,-104512,-321957,101765,48264,50999,0,-124387,-52199,92482,-7059,22647,224684,-154775,9570873,1608621,6,6.73,11.53,7.9,41.32,3954717,1617357,2229075
2481 強茂,12/31/2010,14280,5518,10540,7841344,2225188,2265510,1127815,1057346,952834,38707,-63058,-14794,446143,446143,321756,59074,-33408,-40467,176646,-48038,12197135,2773144,15.47,6.0,9.67,11.53,35.71,4355791,2081053,2369759
2481 強茂,12/30/2011,5411,-8869,-3351,7512440,-328904,1896284,-535758,-1663573,-606227,29763,-8944,-72002,0,-446143,0,54057,-5017,-38425,712655,536009,12960917,3073966,-0.41,15.47,13.59,9.67,42.04,5448477,1737650,2994404
2482 連宇,12/28/1999,1998,NA,NA,502198,NA,NA,90131,NA,NA,22676,NA,NA,18000,NA,NA,4648,NA,NA,67509,NA,634984,299136,21.8,NA,24.42,NA,20.91,132786,68075,297961
2482 連宇,12/30/2000,415,-1583,NA,547143,44945,NA,63406,-26725,NA,35307,12631,NA,0,-18000,NA,5245,597,NA,27087,-40422,688522,278945,15.58,21.8,13.42,24.42,20.53,141379,84224,319717
2482 連宇,12/31/2001,2040,1625,42,637098,89955,134900,89394,25988,-737,57432,22125,34756,14010,14010,-3990,4000,-1245,-648,39430,12343,773305,263081,17.02,15.58,15.45,13.42,17.61,136207,91578,378713
2482 連宇,12/31/2002,1008,-1032,593,685710,48612,138567,67189,-22205,3783,73286,15854,37979,41816,27806,41816,2403,-1597,-2842,52054,12624,875613,252873,8.7,17.02,13.13,15.45,21.69,189903,164351,478812
2482 連宇,12/31/2003,1098,90,-942,681898,-3812,44800,48310,-18879,-41084,81811,8525,24379,45940,4124,31930,1337,-1066,-2663,86841,34787,991570,234212,6.18,8.7,14.73,13.13,31.23,309672,86873,604181
2482 連宇,12/31/2004,1211,113,203,753438,71540,67728,125147,76837,57958,65122,-16689,-8164,77782,31842,35966,3205,1868,802,45357,-41484,1081661,282331,16.29,6.18,7.88,14.73,30.34,328223,301798,631297
2482 連宇,12/30/2005,1057,-154,-41,704568,-48870,22670,105942,-19205,57632,69000,3878,-12811,25659,-52123,-20281,2512,-693,1175,49300,3943,986222,265305,12.88,16.29,14.86,7.88,28.56,281654,253489,525478
2482 連宇,12/29/2006,1585,528,374,826111,121543,72673,84244,-21698,-40903,81040,12040,15918,0,-25659,-77782,2123,-389,-1082,66328,17028,1085527,242031,12.4,12.88,13.34,14.86,23.9,259416,197962,556082
2482 連宇,12/31/2007,2118,533,1061,930511,104400,225943,116929,32685,10987,102072,21032,33072,50057,50057,24398,3451,1328,939,97308,30980,1262743,264329,13.18,12.4,16.21,13.34,26.31,332232,230958,579786
2482 連宇,12/31/2008,837,-1281,-748,814480,-116031,-11631,2080,-114849,-82164,99027,-3045,17987,0,-50057,0,4184,733,2061,81660,-15648,1116411,249586,4,13.18,19.23,16.21,27.04,301931,229868,495374
2482 連宇,12/31/2009,1818,981,-300,853166,38686,-77345,47143,45063,-69786,92608,-6419,-9464,31036,31036,-19021,2963,-1221,-488,101747,20087,1175387,234929,7.37,4.0,20.14,19.23,27.41,322221,243291,516152
2482 連宇,12/31/2010,1080,-738,243,822234,-30932,7754,20515,-26628,18435,69999,-22609,-29028,0,-31036,0,2145,-818,-2039,147098,45351,1141707,222247,4.43,7.37,8.4,20.14,27.98,319473,251120,599332
2482 連宇,12/30/2011,620,-460,-1198,837211,14977,-15955,7692,-12823,-39451,76018,6019,-16590,0,0,-31036,1587,-558,-1376,165390,18292,1088787,215146,4.16,4.43,9.15,8.4,23.11,251576,191039,573669
2483 百容,12/28/1999,2732,NA,NA,594027,NA,NA,110454,NA,NA,23862,NA,NA,0,NA,NA,0,NA,NA,10574,NA,731586,185979,23.25,NA,20.63,NA,18.8,137559,135018,317143
2483 百容,12/30/2000,2535,-197,NA,1234390,640363,NA,177779,67325,NA,43075,19213,NA,29484,29484,NA,125,125,NA,32015,21441,1333444,210864,19.47,23.25,12.2,20.63,7.43,99054,98730,729644
2483 百容,12/31/2001,2613,78,-119,1461927,227537,867900,140447,-37332,29993,29220,-13855,5358,46302,16818,46302,1372,1247,1372,45424,13409,1538036,374170,11.06,19.47,25.38,12.2,4.95,76109,75779,672441
2483 百容,12/31/2002,1932,-681,-603,1510622,48695,276232,105550,-34897,-72229,22148,-7072,-20927,81533,35231,52049,3519,2147,3394,12697,-32727,1608185,387928,9.37,11.06,23.84,25.38,6.07,97563,97233,713527
2483 百容,12/31/2003,2008,76,-605,1534767,24145,72840,114143,8593,-26304,24905,2757,-4315,20959,-60574,-25343,16,-3503,-1356,26376,13679,1643798,382658,9.63,9.37,24.66,23.84,6.63,109031,108845,669361
2483 百容,12/31/2004,1997,-11,65,2055501,520734,544879,140968,26825,35418,44325,19420,22177,89553,68594,8020,2060,2044,-1459,17216,-9160,2475741,743897,10.73,9.63,17.02,24.66,16.97,420240,340354,738258
2483 百容,12/30/2005,2066,69,58,2180090,124589,645323,173999,33031,59856,56449,12124,31544,92353,2800,71394,3296,1236,3280,5643,-11573,2644246,782572,11.84,10.73,17.69,17.02,17.55,464156,384846,708534
2483 百容,12/29/2006,2952,886,955,2339172,159082,283671,201217,27218,60249,53154,-3295,8829,139480,47127,49927,2905,-391,845,172789,167146,2914135,732212,11.36,11.84,24.76,17.69,19.73,574963,417767,956195
2483 百容,12/31/2007,1952,-1000,-114,2322614,-16558,142524,111602,-89615,-62397,52194,-960,-4255,93527,-45953,1174,4502,1597,1206,164951,-7838,2786941,670249,8.39,11.36,17.04,24.76,16.66,464327,338561,865880
2483 百容,12/31/2008,970,-982,-1982,2253345,-69269,-85827,44913,-66689,-156304,49301,-2893,-3853,35090,-58437,-104390,4023,-479,1118,187464,22513,2609734,666818,5.19,8.39,17.03,17.04,13.66,356389,291867,762484
2483 百容,12/31/2009,2049,1079,97,2255341,1996,-67273,28397,-16516,-83205,50532,1231,-1662,58594,23504,-34933,2054,-1969,-2448,350392,162928,2609848,615967,4.73,5.19,19.01,17.03,13.58,354507,339861,930375
2483 百容,12/31/2010,2104,55,1134,2332172,76831,78827,145903,117506,100990,54821,4289,5520,94372,35778,59282,860,-1194,-3163,358702,8310,2667081,510087,6.06,4.73,23.95,19.01,12.56,334909,329093,1104343
2483 百容,12/30/2011,1280,-824,-769,2261910,-70262,6569,18021,-127882,-10376,58256,3435,7724,34000,-60372,-24594,167,-693,-1887,294278,-64424,2463438,474528,4.89,6.06,24.03,23.95,8.18,201528,197548,1003518
2484 希華,12/28/1999,3394,NA,NA,532630,NA,NA,73506,NA,NA,18182,NA,NA,0,NA,NA,3905,NA,NA,63591,NA,694008,201402,15.72,NA,12.88,NA,23.25,161378,125812,393663
2484 希華,12/30/2000,3403,9,NA,1509944,977314,NA,145372,71866,NA,21161,2979,NA,0,0,NA,11281,7376,NA,740537,676946,2079594,352041,15.01,15.72,1.47,12.88,27.39,569650,471933,1169995
2484 希華,12/31/2001,2262,-1141,-1132,1538360,28416,1005730,45283,-100089,-28223,20506,-655,2324,0,0,0,16765,5484,12860,56011,-684526,1969286,767402,4.23,15.01,2.1,1.47,21.88,430926,195332,623524
2484 希華,12/31/2002,1193,-1069,-2210,1515179,-23181,5235,-34406,-79689,-179778,19468,-1038,-1693,0,0,0,22775,6010,11494,81420,25409,2165240,1045437,0.55,4.23,1.97,2.1,30.02,650061,326843,540842
2484 希華,12/31/2003,2125,932,-137,1785148,269969,246788,84276,118682,38993,32980,13512,12474,0,0,0,20800,-1975,4035,132985,51565,2339159,999991,6.47,0.55,2.66,1.97,23.68,554011,211925,648487
2484 希華,12/31/2004,1422,-703,229,1932136,146988,416957,95857,11581,130263,34652,1672,15184,29945,29945,29945,10387,-10413,-12388,78848,-54137,2971493,1172565,6.45,6.47,9.62,2.66,34.98,1039357,351204,826885
2484 希華,12/30/2005,2359,937,234,2075780,143644,290632,119129,23272,34853,34259,-393,1279,47471,17526,47471,13129,2742,-7671,110118,31270,3015868,1123338,9.45,6.45,10.14,9.62,31.17,940088,310619,923130
2484 希華,12/29/2006,2334,-25,912,2237415,161635,305279,197181,78052,101324,37303,3044,2651,94330,46859,64385,12246,-883,1859,106755,-3363,3197053,1216340,10.89,9.45,6.86,10.14,30.02,959638,702178,1051982
2484 希華,12/31/2007,2721,387,362,2753857,516442,678077,219696,22515,100567,36462,-841,2203,135374,41044,87903,9752,-2494,-3377,136439,29684,3394924,1283270,8.68,10.89,4.16,6.86,18.88,641067,402626,1103876
2484 希華,12/31/2008,1204,-1517,-1130,2833521,79664,596106,133026,-86670,-64155,38641,2179,1338,40889,-94485,-53441,22113,12361,9867,379316,242877,3834395,1507120,8.08,8.68,6.95,4.16,26.1,1000874,357604,1110383
2484 希華,12/31/2009,2311,1107,-410,2503759,-329762,-250098,-267333,-400359,-487029,38603,-38,2141,0,-40889,-135374,22886,773,13134,171075,-208241,3483558,1365555,1.99,8.08,4.21,6.95,28.13,979799,336685,1082825
2484 希華,12/31/2010,3168,857,1964,2748438,244679,-85083,50182,317515,-82844,40580,1977,1939,39363,39363,-1526,21300,-1586,-813,319573,148498,3742162,1433122,8.55,1.99,4.94,4.21,26.55,993724,455599,1339927
2484 希華,12/30/2011,1571,-1597,-740,2681770,-66668,178011,-90635,-140817,176698,48253,7673,9650,0,-39363,0,16098,-5202,-6788,410141,90568,3963023,1524054,3.52,8.55,4.08,4.94,32.33,1281253,472768,1457376
2485 兆赫,12/28/1999,16789,NA,NA,1378853,NA,NA,343855,NA,NA,65626,NA,NA,36658,NA,NA,12159,NA,NA,128686,NA,2084081,997786,25.26,NA,10.84,NA,33.84,705228,512177,946005
2485 兆赫,12/30/2000,4545,-12244,NA,1704780,325927,NA,368744,24889,NA,109838,44212,NA,49855,13197,NA,14877,2718,NA,87113,-41573,2520708,1271565,19.19,25.26,9.35,10.84,32.37,815928,642622,965281
2485 兆赫,12/31/2001,7461,2916,-9328,2254253,549473,875400,153788,-214956,-190067,112308,2470,46682,27132,-22723,-9526,23312,8435,11153,405897,318784,2647876,1264236,10.43,19.19,6.62,9.35,14.87,393623,361507,1112505
2485 兆赫,12/31/2002,4347,-3114,-198,2380782,126529,676002,161680,7892,-207064,127122,14814,17284,63463,36331,13608,3341,-19971,-11536,365177,-40720,2996240,1144590,10.53,10.43,5.66,6.62,20.54,615458,577956,1509431
2485 兆赫,12/31/2003,7595,3248,134,2745437,364655,491184,383524,221844,229736,159489,32367,47181,93223,29760,66091,2013,-1328,-21299,838603,473426,3572723,1083174,17.09,10.53,9.94,5.66,23.16,827286,768107,1976465
2485 兆赫,12/31/2004,4945,-2650,598,2865757,120320,484975,198462,-185062,36782,155120,-4369,27998,39562,-53661,-23901,1223,-790,-2118,831483,-7120,3760664,1055486,8.86,17.09,14.59,9.94,23.8,894907,826270,2189252
2485 兆赫,12/30/2005,6482,1537,-1113,3191850,326093,446413,322159,123697,-61365,169699,14579,10210,127518,87956,34295,1390,167,-623,971823,140340,4181225,885398,11.89,8.86,13.11,14.59,23.66,989375,913574,2619535
2485 兆赫,12/29/2006,9982,3500,5037,3861670,669820,995913,746533,424374,548071,244424,74725,89304,347434,219916,307872,1675,285,452,1403958,432135,5499516,898269,19.18,11.89,9.21,13.11,29.78,1637846,1463812,3705284
2485 兆赫,12/31/2007,28372,18390,21890,5507145,1645475,2315295,1976750,1230217,1654591,278797,34373,109098,712586,365152,585068,1275,-400,-115,2431134,1027176,7741941,911849,38.6,19.18,13.65,9.21,28.87,2234796,2107871,5794454
2485 兆赫,12/31/2008,11547,-16825,1565,6291176,784031,2429506,1554354,-422396,807821,329624,50827,85200,953067,240481,605633,1432,157,-243,3089410,658276,8269051,872083,26.13,38.6,11.17,13.65,23.92,1977875,1824532,6280072
2485 兆赫,12/31/2009,19601,8054,-8771,6442685,151509,935540,1126611,-427743,-850139,303125,-26499,24328,794223,-158844,81637,492,-940,-783,1428603,-1660807,8285310,846047,18.57,26.13,10.95,11.17,22.24,1842625,1737557,6217007
2485 兆赫,12/31/2010,18235,-1366,6688,6613198,170513,322022,1028047,-98564,-526307,297199,-5926,-32425,794223,0,-158844,112,-380,-1320,3309691,1881088,8173244,849365,15.76,18.57,7.63,10.95,19.09,1560046,1463068,5976576
2485 兆赫,12/30/2011,10451,-7784,-9150,6786692,173494,344007,896705,-131342,-229906,309153,11954,6028,635378,-158845,-158845,345,233,-147,3377778,68087,8405398,825587,14.23,15.76,17.11,7.63,19.26,1618706,1523287,5923538
2486 一詮,12/30/2000,1226,NA,NA,598128,NA,NA,51396,NA,NA,22458,NA,NA,8960,NA,NA,44006,NA,NA,7059,NA,1449107,785160,10.4,NA,16.61,NA,58.72,850979,598202,462069
2486 一詮,12/31/2001,1432,206,NA,794623,196495,NA,8484,-42912,NA,8002,-14456,NA,0,-8960,NA,33077,-10929,NA,18931,11872,1500413,821175,7.02,10.4,18.23,16.61,47.04,705790,598634,412269
2486 一詮,12/31/2002,1083,-349,-143,824491,29868,226363,38852,30368,-12544,10013,2011,-12445,0,0,-8960,39030,5953,-4976,187909,168978,1816634,839576,8.5,7.02,8.81,18.23,54.61,992143,553022,685055
2486 一詮,12/31/2003,1472,389,40,1139659,315168,345036,27980,-10872,19496,6218,-3795,-1784,0,0,0,29402,-9628,-3675,90025,-97884,1965782,804045,7.76,8.5,8.86,8.81,42.03,826123,547364,695036
2486 一詮,12/31/2004,1179,-293,96,1240796,101137,416305,79450,51470,40598,9264,3046,-749,19697,19697,19697,19816,-9586,-19214,88776,-1249,2413221,894463,9.6,7.76,7.52,8.86,48.58,1172425,733917,1092801
2486 一詮,12/30/2005,3197,2018,1725,1713298,472502,573639,241243,161793,213263,22052,12788,15834,36472,16775,36472,19604,-212,-9798,232406,143630,3078198,896485,15.36,9.6,6.05,7.52,44.34,1364900,1086510,1507399
2486 一詮,12/29/2006,5278,2081,4099,2680203,966905,1439407,409344,168101,329894,19810,-2242,10546,229500,193028,209803,13672,-5932,-6144,488345,255939,3737527,855686,20.26,15.36,7.77,6.05,28.29,1057324,775974,1884997
2486 一詮,12/31/2007,5963,685,2766,3025326,345123,1312028,558550,149206,317307,32815,13005,10763,282800,53300,246328,4967,-8705,-14637,192221,-296124,4372564,1200053,21.65,20.26,12.77,7.77,30.81,1347238,1012915,1835460
2486 一詮,12/31/2008,2468,-3495,-2810,3213118,187792,532915,372596,-185954,-36748,48238,15423,28428,201960,-80840,-27540,20498,15531,6826,682024,489803,4967136,1383614,17.8,21.65,8.35,12.77,35.31,1754018,632602,1925022
2486 一詮,12/31/2009,11437,8969,5474,4397326,1184208,1372000,653919,281323,95369,53558,5320,20743,511746,309786,228946,18102,-2396,13135,225827,-456197,5775283,1524026,15.79,17.8,11.57,8.35,23.86,1377957,997731,2149006
2486 一詮,12/31/2010,7655,-3782,5187,4325064,-72262,1111946,428767,-225152,56171,45434,-8124,-2804,253393,-258353,51433,36624,18522,16126,1238832,1013005,7935419,1997320,14.1,15.79,16,11.57,45.5,3610355,1274584,3455153
2486 一詮,12/30/2011,2879,-4776,-8558,3791518,-533546,-605808,-396719,-825486,-1050638,61635,16201,8077,0,-253393,-511746,57087,20463,38985,748762,-490070,7061593,1810710,3.56,14.1,9.4,16.0,46.31,3270075,898923,2584650
2488 漢平,12/30/2000,2093,NA,NA,1353250,NA,NA,238213,NA,NA,44391,NA,NA,70000,NA,NA,20689,NA,NA,52323,NA,2236566,892550,15.97,NA,29.61,NA,39.49,883316,308206,401119
2488 漢平,12/31/2001,3468,1375,NA,1544096,190846,NA,290351,52138,NA,57529,13138,NA,126900,56900,NA,17625,-3064,NA,92910,40587,2333902,1186732,16.88,15.97,13.19,29.61,33.84,789806,459599,387846
2488 漢平,12/31/2002,2525,-943,432,1682431,138335,329181,298928,8577,60715,61346,3817,16955,244737,117837,174737,22691,5066,2002,94329,1419,2516053,1179884,12.27,16.88,2.84,13.19,33.13,833622,233985,742003
2488 漢平,12/31/2003,2777,252,-691,1771826,89395,227730,303823,4895,13472,67930,6584,10401,229756,-14981,102856,13140,-9551,-4485,240600,146271,2370564,394627,13.11,12.27,2.78,2.84,25.26,598738,242876,748125
2488 漢平,12/31/2004,2646,-131,121,1731070,-40756,48639,238830,-64993,-60098,65192,-2738,3846,186100,-43656,-58637,12770,-370,-9921,542359,301759,2700185,380214,9.9,13.11,17.56,2.78,35.89,969115,297188,1091846
2488 漢平,12/30/2005,1674,-972,-1103,1556466,-174604,-215360,73356,-165474,-230467,65431,239,-2499,82176,-103924,-147580,7076,-5694,-6064,547090,4731,2368797,375990,2.8,9.9,21.35,17.56,34.29,812331,239530,889109
2488 漢平,12/29/2006,1566,-108,-1080,1663268,106802,-67802,185709,112353,-53121,68866,3435,3674,154079,71903,-32021,5040,-2036,-7730,312820,-234270,2315063,360713,9.19,2.8,21.39,21.35,28.15,651795,261518,911460
2488 漢平,12/31/2007,2229,663,555,1746674,83406,190208,249601,63892,176245,62693,-6173,-2738,184895,30816,102719,5757,717,-1319,571762,258942,2530063,346071,13.06,9.19,15.99,21.39,30.96,783389,384152,1097636
2488 漢平,12/31/2008,1176,-1053,-390,1656881,-89793,-6387,164749,-84852,-20960,70256,7563,1390,99999,-84896,-54080,7987,2230,2947,717024,145262,2322448,336074,7.87,13.06,22.89,15.99,28.66,665567,395864,1012703
2488 漢平,12/31/2009,1699,523,-530,1660305,3424,-86369,107088,-57661,-142513,63702,-6554,1009,70000,-29999,-114895,2889,-5098,-2868,530080,-186944,2213326,328359,6.61,7.87,23.62,22.89,24.99,553021,284883,902967
